,CODE_HEAT,SUBWAY_STATION,SUBWAY_LINE,DISPOSAL_TYPE,CODE_ECON,KAPTD_CCCNT,WELFARE_FACILITY,KAPT_BCOMPANY,KAPT_USEDATE,KAPTD_WTIMEBUS,KAPTD_WTIMESUB,CODE_HALL,CODE_SALE,EDUCATION_FACILITY,KAPT_CODE
0,지역난방,증미,9호선,"분무식,독이식",기타,66,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",SH공사,1992-11-18,5분이내,10~15분이내,복도식,임대,초등학교(염강초등학교) 중학교(경서중학교) 고등학교(세현고등학교),A15781002
0,지역난방,증미,9호선,-,기타,32,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",도시개발공사,1993-02-27,5분이내,5분이내,복도식,분양,초등학교(가양초등학교) 중학교(경서중학교) 고등학교(세현고등학교),A15781003
0,지역난방,가양,9호선,"도포식,분무식,기구부착식",단일계약,82,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",고려산업개발(주),1999-03-26,5분이내,5분이내,계단식,분양,"초등학교(가양초등학교) 중학교(경서중학교) 고등학교(세현고등학교, 마포고등학교)",A15780401
0,지역난방,가양,9호선,"도포식,분무식,기구부착식,독이식",종합계약,90,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소","대림건설, 경동건설",1993-09-17,5분이내,5분이내,계단식,분양,초등학교(탑산초등학교) 중학교(강서중학교) 고등학교(세현고등학교),A15780703
0,지역난방,-,9호선,"도포식,분무식",기타,103,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",삼성중공업,1992-11-18,5분이내,5분이내,복도식,임대,초등학교(가양초등학교) 중학교(경서중학교) 고등학교(세현고등학교),A15780904
0,지역난방,가양,9호선,"기구부착식,독이식",단일계약,125,"관리사무소, 노인정, 어린이놀이터, 휴게시설",동신주택,1993-06-17,5분이내,5분이내,계단식,분양,초등학교(유석초등학교) 중학교(강서중학교) 고등학교(세현고등학교),A15780603
0,지역난방,가양,9호선,"도포식,분무식,독이식",단일계약,78,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",우성건설,1990-10-30,5분이내,5분이내,계단식,분양,"초등학교(유석) 중학교(등원) 고등학교(마포,경복여 등)",A15780002
0,개별난방,가양,9호선,도포식,단일계약,32,"관리사무소, 어린이놀이터, 자전거보관소",일신건영,2004-12-23,5분이내,5분이내,계단식,분양,초등학교(공진초등학교) 중학교(성재중학교) 고등학교(영등포공업고등학교),A15720101
0,지역난방,가양,9호선,"도포식,분무식",종합계약,80,"관리사무소, 노인정, 주민공동시설, 휴게시설",중앙건설(주),1999-04-29,5분이내,5분이내,계단식,분양,초등학교(유석초등학교) 중학교(강서중학교) 고등학교(동양고등학교),A15780701
0,지역난방,가양,9호선,"분무식,독이식",종합계약,110,"관리사무소, 노인정, 어린이놀이터","신명건설,신원건설,미주건설",1993-06-15,10~15분이내,10~15분이내,계단식,분양,초등학교(양천초등학교) 중학교(성재중학교) 고등학교(동양고등학교),A15780604
0,개별난방,가양,9호선,"도포식,독이식",종합계약,48,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",(주)한보,1999-02-10,5분이내,10~15분이내,계단식,분양,초등학교(탑산초등학교) 중학교(성재중학교) 고등학교(영등포공업고등학교),A15780602
0,개별난방,가양,9호선,"도포식,분무식",종합계약,216,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",gs건설,2013-09-25,5분이내,10~15분이내,계단식,임대+분양,초등학교(탑산초등학교) 중학교(성재중학교) 고등학교(영등포공업고등학교),A15720001
0,지역난방,-,5호선,"도포식,분무식,기구부착식,기구설치식,독이식",종합계약,652,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",현대엔지니어링,2017-04-10,5분이내,5분이내,계단식,분양,-,A10026879
0,개별난방,-,-,"도포식,분무식",단일계약,35,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",금호건설,2005-11-21,5~10분이내,5~10분이내,계단식,분양,초등학교(양천초등학교) 중학교(성재) 고등학교(동양),A15721001
0,개별난방,개화산역,5호선,-,기타,48,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",신안건설,1993-12-23,10~15분이내,10~15분이내,혼합식,분양,초등학교(송화초등학교) 고등학교(세민정보산업고교),A15721003
0,지역난방,-,"5호선, 9호선",-,종합계약,192,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 자전거보관소",남양건설,2016-08-09,5~10분이내,5~10분이내,계단식,임대+분양,-,A10027452
0,지역난방,-,"5호선, 9호선, 공항철도",분무식,단일계약,128,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",(주)대보건설,2016-09-12,5~10분이내,5~10분이내,계단식,임대+분양,"초등학교(공진초, 공항초) 중학교(수명중, 공항중) 고등학교(수명고, 공항고)",A10027371
0,지역난방,마곡역,5호선,분무식,단일계약,138,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",(주)대보건설,2016-09-12,5분이내,5분이내,계단식,임대+분양,-,A10027403
0,지역난방,-,5호선,"도포식,분무식",종합계약,397,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",한화건설(주),2014-05-29,5분이내,5~10분이내,혼합식,임대+분양,초등학교(),A15721010
0,지역난방,마곡역,5호선,"도포식,분무식,독이식",종합계약,346,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",대우조선해양건설,2014-05-29,5분이내,5분이내,혼합식,임대+분양,-,A15728011
0,지역난방,-,9호선,-,종합계약,115,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",(주)한양,2014-06-19,5분이내,5분이내,혼합식,임대+분양,-,A15722009
0,지역난방,신방화역,9호선,독이식,종합계약,183,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",(주)한양,2014-06-19,5~10분이내,5~10분이내,혼합식,임대+분양,초등학교(송화초등학교) 중학교(마곡중학교) 고등학교(세민정보고등학교),A15721009
0,지역난방,-,"5호선, 9호선","도포식,분무식",단일계약,180,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",경남기업,2014-06-20,5분이내,5분이내,복도식,임대+분양,초등학교(송화초등학교),A15721008
0,지역난방,신방화역 ,9호선,"도포식,분무식,독이식",종합계약,177,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",에스에이치공사,2014-06-26,5분이내,5분이내,혼합식,임대+분양,"초등학교(공항초등학교, 송화초등학교.) 중학교(공항중학교, 송정중학교, 마곡중학교.)",A15722010
0,지역난방,신방화역,9호선,"분무식,독이식",종합계약,462,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",경남기업(주),2014-06-12,5분이내,5분이내,혼합식,임대+분양,초등학교(송화초등학교) 중학교(마곡중학교),A15721006
0,지역난방,-,"5호선, 9호선",분무식,종합계약,347,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소, 기타",금호,2014-06-12,5~10분이내,5~10분이내,계단식,임대+분양,-,A15721007
0,지역난방,"5호선마곡역,9호선 신방화역","5호선, 9호선",-,종합계약,266,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",한진중공업,2016-07-22,5분이내,5분이내,계단식,임대+분양,초등학교() 중학교(),A10027433
0,개별난방,-,"5호선, 9호선, 공항철도","도포식,분무식,기구부착식,독이식",단일계약,58,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",한솔건설(주),2005-02-14,5~10분이내,5~10분이내,계단식,분양,초등학교() 중학교() 고등학교(),A15721004
0,지역난방,-,"5호선, 9호선",도포식,종합계약,250,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",현대건설,2017-08-03,5~10분이내,5~10분이내,계단식,임대+분양,-,A10027687
0,개별난방,양천향교역,9호선,"도포식,분무식,기구부착식",종합계약,145,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",벽산건설,1999-06-25,5분이내,10~15분이내,계단식,분양,초등학교(양천) 중학교(성재) 고등학교(동양),A15721005
0,개별난방,발산역,5호선,"도포식,분무식,독이식",단일계약,41,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",월드건설,2006-03-30,5분이내,5~10분이내,계단식,분양,초등학교(등명초등학교) 중학교(등명중학교),A15782501
0,개별난방,우장산역,5호선,분무식,종합계약,48,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",길성건설(주),2003-12-31,5분이내,5~10분이내,계단식,분양,초등학교(내발산초등학교) 대학교(폴리텍대학),A15779704
0,지역난방,발산역,5호선,도포식,단일계약,142,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 유치원, 자전거보관소",KCC,2007-11-01,5~10분이내,10~15분이내,혼합식,임대+분양,"초등학교(발산초) 중학교(명일여중,덕원중,화곡중) 고등학교(화곡고,명덕고,덕원여고)",A15728008
0,지역난방,-,5호선,"도포식,분무식,기구부착식,독이식",단일계약,89,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소","두산, 이수건설",2007-07-26,5분이내,-,계단식,임대+분양,-,A15728004
0,지역난방,발산역,5호선,분무식,종합계약,43,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",두산건설,2007-09-21,5~10분이내,10~15분이내,계단식,임대+분양,"초등학교(발산초,수명초) 중학교(명덕여중,덕원중,화곡중,수명중) 고등학교(화곡고,명덕고,덕원여고,수명고)",A15728003
0,지역난방,우장산역,5호선,-,단일계약,207,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 휴게시설, 자전거보관소",TEC건설,2008-02-20,5분이내,5~10분이내,혼합식,임대+분양,"초등학교(발산초) 중학교(명일여중,덕원중,화곡중) 고등학교(화곡고,명덕고,덕원여고)",A15728006
0,지역난방,우장산,5호선,"도포식,분무식",단일계약,124,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",성원건설(주),2008-06-10,5~10분이내,10~15분이내,혼합식,임대+분양,"초등학교(발산) 중학교(덕원,명일여중) 고등학교(화곡)",A15728007
0,지역난방,발산,5호선,도포식,단일계약,72,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",SH공사,2007-10-19,10~15분이내,15~20분이내,혼합식,임대+분양,"초등학교(발산초,수명초) 중학교(명덕여중,덕원중,화곡중,수명중) 고등학교(화곡고,명덕고,덕원여고,수명고)",A15728002
0,지역난방,우장산,5호선,"도포식,분무식,독이식",종합계약,90,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",SH공사,2008-10-01,10~15분이내,15~20분이내,혼합식,임대+분양,초등학교(수명초등학교) 중학교(수명중학교) 고등학교(수명고등학교),A15728005
0,개별난방,발산,5호선,분무식,종합계약,47,"관리사무소, 어린이놀이터, 휴게시설, 자전거보관소",롯데기공(주),2003-09-25,5~10분이내,10~15분이내,계단식,분양,"초등학교(가곡,내발산) 중학교(화곡중,명덕여중,덕원중) 고등학교(명덕) 대학교(한국폴리텍대학)",A15728010
0,개별난방,발산역,5호선,"도포식,분무식,독이식",단일계약,393,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소","현대건설,현대산업개발,한진중공업",2005-05-04,5분이내,5~10분이내,계단식,분양,초등학교(가곡초등학교) 중학교(화곡중학교) 고등학교(명덕고등학교),A15728009
0,개별난방,-,"5호선, 9호선, 공항철도","도포식,기구부착식",종합계약,98,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",동부건설,2009-11-04,5분이내,5분이내,계단식,임대+분양,초등학교() 중학교() 고등학교(),A15781201
0,개별난방,방화,5호선,"도포식,분무식,독이식",단일계약,34,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",대림산업(주),1999-08-16,5분이내,5~10분이내,계단식,분양,"초등학교(정곡,치현) 고등학교(강서공고)",A15785703
