기간	자치구	동	성별	구분	구분	구분	구분	구분	구분	구분	구분
2008	관악구	소계	여자	55,981	58,265	17,296	17,296	18,159	20,604	20,526	20,365
2008	관악구	보라매동	계	5,561	5,555	1,815	1,546	2,062	2,164	1,684	1,845
2008	관악구	보라매동	남자	2,733	2,805	885	773	1,017	1,082	831	950
2008	관악구	보라매동	여자	2,828	2,750	930	773	1,045	1,082	853	895
2008	관악구	청림동	계	3,209	3,570	907	796	1,403	1,681	899	1,093
2008	관악구	청림동	남자	1,563	1,777	441	404	682	820	440	553
2008	관악구	청림동	여자	1,646	1,793	466	392	721	861	459	540
2008	관악구	행운동	계	7,884	7,979	2,059	2,326	2,688	2,892	3,137	2,761
2008	관악구	행운동	남자	3,979	4,043	1,055	1,149	1,372	1,481	1,552	1,413
2008	관악구	행운동	여자	3,905	3,936	1,004	1,177	1,316	1,411	1,585	1,348
2008	관악구	낙성대동	계	5,211	5,242	1,485	1,694	1,458	1,713	2,268	1,835
2008	관악구	낙성대동	남자	2,781	2,791	768	878	765	920	1,248	993
2008	관악구	낙성대동	여자	2,430	2,451	717	816	693	793	1,020	842
2008	관악구	중앙동	계	3,561	3,434	1,326	1,250	1,031	1,070	1,204	1,114
2008	관악구	중앙동	남자	1,764	1,724	654	610	511	545	599	569
2008	관악구	중앙동	여자	1,797	1,710	672	640	520	525	605	545
2008	관악구	인헌동	계	6,516	6,414	1,618	1,555	2,257	2,361	2,641	2,498
2008	관악구	인헌동	남자	3,243	3,221	817	768	1,128	1,193	1,298	1,260
2008	관악구	인헌동	여자	3,273	3,193	801	787	1,129	1,168	1,343	1,238
2008	관악구	남현동	계	4,335	4,594	395	385	2,201	2,206	1,739	2,003
2008	관악구	남현동	남자	2,119	2,308	182	210	1,058	1,080	879	1,018
2008	관악구	남현동	여자	2,216	2,286	213	175	1,143	1,126	860	985
2008	관악구	서원동	계	6,739	6,908	2,139	2,136	1,896	2,255	2,704	2,517
2008	관악구	서원동	남자	3,373	3,545	1,074	1,056	955	1,161	1,344	1,328
2008	관악구	서원동	여자	3,366	3,363	1,065	1,080	941	1,094	1,360	1,189
2008	관악구	신원동	계	4,374	4,729	1,465	1,520	1,308	1,550	1,601	1,659
2008	관악구	신원동	남자	2,201	2,333	716	745	680	743	805	845
2008	관악구	신원동	여자	2,173	2,396	749	775	628	807	796	814
2008	관악구	서림동	계	6,444	6,391	1,820	1,907	1,771	2,014	2,853	2,470
2008	관악구	서림동	남자	3,770	3,731	1,016	1,072	1,033	1,178	1,721	1,481
2008	관악구	서림동	여자	2,674	2,660	804	835	738	836	1,132	989
2008	관악구	신사동	계	5,629	6,365	1,573	1,667	1,999	2,360	2,057	2,338
2008	관악구	신사동	남자	2,835	3,178	762	842	1,029	1,136	1,044	1,200
2008	관악구	신사동	여자	2,794	3,187	811	825	970	1,224	1,013	1,138
2008	관악구	신림동	계	5,935	5,494	1,322	1,453	1,734	1,968	2,879	2,073
2008	관악구	신림동	남자	3,019	2,791	681	738	931	1,007	1,407	1,046
2008	관악구	신림동	여자	2,916	2,703	641	715	803	961	1,472	1,027
2008	관악구	난향동	계	3,334	3,215	1,063	764	1,242	1,177	1,029	1,274
2008	관악구	난향동	남자	1,603	1,614	492	361	620	610	491	643
2008	관악구	난향동	여자	1,731	1,601	571	403	622	567	538	631
2008	관악구	조원동	계	3,451	4,336	865	915	1,354	1,921	1,232	1,500
2008	관악구	조원동	남자	1,763	2,239	438	438	701	984	624	817
2008	관악구	조원동	여자	1,688	2,097	427	477	653	937	608	683
2008	관악구	대학동	계	6,281	6,162	1,231	1,380	1,748	1,904	3,302	2,878
2008	관악구	대학동	남자	4,103	3,959	754	802	1,111	1,188	2,238	1,969
2008	관악구	대학동	여자	2,178	2,203	477	578	637	716	1,064	909
2008	관악구	은천동	계	6,996	7,426	2,492	2,350	2,335	2,610	2,169	2,466
2008	관악구	은천동	남자	3,524	3,701	1,251	1,165	1,186	1,299	1,087	1,237
2008	관악구	은천동	여자	3,472	3,725	1,241	1,185	1,149	1,311	1,082	1,229
2008	관악구	성현동	계	5,680	6,249	1,970	1,648	2,169	2,669	1,541	1,932
2008	관악구	성현동	남자	2,778	3,050	975	816	1,050	1,301	753	933
2008	관악구	성현동	여자	2,902	3,199	995	832	1,119	1,368	788	999
2008	관악구	청룡동	계	8,546	9,022	2,611	3,172	2,433	2,828	3,502	3,022
2008	관악구	청룡동	남자	4,299	4,649	1,264	1,548	1,234	1,452	1,801	1,649
2008	관악구	청룡동	여자	4,247	4,373	1,347	1,624	1,199	1,376	1,701	1,373
2008	관악구	난곡동	계	5,536	6,208	2,654	2,542	1,358	1,541	1,524	2,125
2008	관악구	난곡동	남자	2,850	3,180	1,345	1,295	708	781	797	1,104
2008	관악구	난곡동	여자	2,686	3,028	1,309	1,247	650	760	727	1,021
2008	관악구	삼성동	계	4,175	4,677	1,532	1,583	1,261	1,327	1,382	1,767
2008	관악구	삼성동	남자	2,088	2,360	789	822	617	648	682	890
2008	관악구	삼성동	여자	2,087	2,317	743	761	644	679	700	877
2008	관악구	미성동	계	6,079	6,639	2,611	2,364	1,792	2,053	1,676	2,222
2008	관악구	미성동	남자	3,107	3,345	1,298	1,165	953	1,051	856	1,129
2008	관악구	미성동	여자	2,972	3,294	1,313	1,199	839	1,002	820	1,093
2008	서초구	소계	계	75,998	78,185	16,809	16,809	33,807	35,593	25,382	25,783
2008	서초구	소계	남자	36,667	37,991	7,861	7,861	16,245	17,238	12,561	12,892
2008	서초구	소계	여자	39,331	40,194	8,948	8,948	17,562	18,355	12,821	12,891
2008	서초구	서초1동	계	4,470	4,430	1,017	1,026	1,774	1,869	1,679	1,535
2008	서초구	서초1동	남자	2,129	2,171	461	493	852	911	816	767
2008	서초구	서초1동	여자	2,341	2,259	556	533	922	958	863	768
2008	서초구	서초2동	계	4,008	4,248	748	801	1,748	2,027	1,512	1,420
2008	서초구	서초2동	남자	1,934	2,072	355	389	821	980	758	703
2008	서초구	서초2동	여자	2,074	2,176	393	412	927	1,047	754	717
2008	서초구	서초3동	계	6,030	5,956	1,300	1,168	2,361	2,657	2,369	2,131
2008	서초구	서초3동	남자	3,066	3,013	638	582	1,235	1,338	1,193	1,093
2008	서초구	서초3동	여자	2,964	2,943	662	586	1,126	1,319	1,176	1,038
2008	서초구	서초4동	계	4,162	4,119	1,057	975	1,791	1,935	1,314	1,209
2008	서초구	서초4동	남자	1,967	1,994	478	442	833	959	656	593
2008	서초구	서초4동	여자	2,195	2,125	579	533	958	976	658	616
2008	서초구	잠원동	계	6,121	6,438	1,003	1,137	3,088	3,271	2,030	2,030
2008	서초구	잠원동	남자	2,915	3,101	429	520	1,479	1,584	1,007	997
2008	서초구	잠원동	여자	3,206	3,337	574	617	1,609	1,687	1,023	1,033
2008	서초구	반포본동	계	2,191	2,232	586	711	1,138	1,053	467	468
2008	서초구	반포본동	남자	1,006	1,003	272	302	519	485	215	216
2008	서초구	반포본동	여자	1,185	1,229	314	409	619	568	252	252
2008	서초구	반포1동	계	5,345	4,653	950	636	2,512	2,422	1,883	1,595
2008	서초구	반포1동	남자	2,580	2,216	459	299	1,229	1,138	892	779
2008	서초구	반포1동	여자	2,765	2,437	491	337	1,283	1,284	991	816
2008	서초구	반포2동	계	2,061	2,019	592	618	971	938	498	463
2008	서초구	반포2동	남자	969	988	265	284	461	455	243	249
2008	서초구	반포2동	여자	1,092	1,031	327	334	510	483	255	214
2008	서초구	반포3동	계	4,032	3,653	1,108	1,003	1,700	1,562	1,224	1,088
2008	서초구	반포3동	남자	1,918	1,702	515	443	805	727	598	532
2008	서초구	반포3동	여자	2,114	1,951	593	560	895	835	626	556
2008	서초구	반포4동	계	3,437	3,594	852	1,094	1,487	1,410	1,098	1,090
2008	서초구	반포4동	남자	1,651	1,739	395	518	718	665	538	556
2008	서초구	반포4동	여자	1,786	1,855	457	576	769	745	560	534
2008	서초구	방배본동	계	4,091	3,985	1,165	1,082	1,911	1,759	1,015	1,144
2008	서초구	방배본동	남자	1,939	1,877	543	504	887	827	509	546
2008	서초구	방배본동	여자	2,152	2,108	622	578	1,024	932	506	598
2008	서초구	방배1동	계	3,305	3,713	971	1,056	1,316	1,628	1,018	1,029
2008	서초구	방배1동	남자	1,552	1,742	431	483	631	768	490	491
2008	서초구	방배1동	여자	1,753	1,971	540	573	685	860	528	538
2008	서초구	방배2동	계	5,520	7,445	1,029	1,582	2,706	3,589	1,785	2,274
2008	서초구	방배2동	남자	2,599	3,535	474	748	1,291	1,674	834	1,113
2008	서초구	방배2동	여자	2,921	3,910	555	834	1,415	1,915	951	1,161
2008	서초구	방배3동	계	4,649	4,506	1,267	1,018	1,955	2,019	1,427	1,469
2008	서초구	방배3동	남자	2,266	2,238	622	484	933	1,017	711	737
2008	서초구	방배3동	여자	2,383	2,268	645	534	1,022	1,002	716	732
2008	서초구	방배4동	계	5,587	5,538	1,713	1,516	2,444	2,418	1,430	1,604
2008	서초구	방배4동	남자	2,585	2,558	792	683	1,113	1,118	680	757
2008	서초구	방배4동	여자	3,002	2,980	921	833	1,331	1,300	750	847
2008	서초구	양재1동	계	4,704	5,155	593	669	2,238	2,411	1,873	2,075
2008	서초구	양재1동	남자	2,336	2,622	303	327	1,071	1,228	962	1,067
2008	서초구	양재1동	여자	2,368	2,533	290	342	1,167	1,183	911	1,008
2008	서초구	양재2동	계	5,189	5,157	675	453	2,263	2,252	2,251	2,452
2008	서초구	양재2동	남자	2,707	2,709	342	224	1,164	1,167	1,201	1,318
2008	서초구	양재2동	여자	2,482	2,448	333	229	1,099	1,085	1,050	1,134
2008	서초구	내곡동	계	1,096	1,344	183	264	404	373	509	707
2008	서초구	내곡동	남자	548	711	87	136	203	197	258	378
2008	서초구	내곡동	여자	548	633	96	128	201	176	251	329
2008	강남구	소계	계	114,440	119,593	32,011	32,011	42,907	49,652	39,522	37,930
2008	강남구	소계	남자	54,639	57,561	14,836	14,836	20,759	24,256	19,044	18,469
2008	강남구	소계	여자	59,801	62,032	17,175	17,175	22,148	25,396	20,478	19,461
2008	강남구	신사동	계	3,984	4,130	823	886	1,772	2,003	1,389	1,241
2008	강남구	신사동	남자	1,863	1,914	359	404	850	932	654	578
2008	강남구	신사동	여자	2,121	2,216	464	482	922	1,071	735	663
2008	강남구	논현1동	계	7,665	8,113	1,436	1,581	3,179	3,666	3,050	2,866
2008	강남구	논현1동	남자	3,549	3,832	637	682	1,483	1,779	1,429	1,371
2008	강남구	논현1동	여자	4,116	4,281	799	899	1,696	1,887	1,621	1,495
2008	강남구	논현2동	계	5,937	6,012	1,946	1,738	2,065	2,396	1,926	1,878
2008	강남구	논현2동	남자	2,803	2,877	858	800	987	1,175	958	902
2008	강남구	논현2동	여자	3,134	3,135	1,088	938	1,078	1,221	968	976
2008	강남구	압구정1동	계	2,660	2,980	825	852	1,115	1,421	720	707
2008	강남구	압구정1동	남자	1,241	1,406	391	387	506	667	344	352
2008	강남구	압구정1동	여자	1,419	1,574	434	465	609	754	376	355
2008	강남구	압구정2동	계	1,930	2,090	555	658	797	835	578	597
2008	강남구	압구정2동	남자	895	976	243	293	371	410	281	273
2008	강남구	압구정2동	여자	1,035	1,114	312	365	426	425	297	324
2008	강남구	청담1동	계	2,833	3,161	904	917	1,127	1,361	802	883
2008	강남구	청담1동	남자	1,316	1,534	416	444	516	656	384	434
2008	강남구	청담1동	여자	1,517	1,627	488	473	611	705	418	449
2008	강남구	청담2동	계	2,944	2,973	1,006	1,016	1,062	1,136	876	821
2008	강남구	청담2동	남자	1,402	1,427	483	466	497	573	422	388
2008	강남구	청담2동	여자	1,542	1,546	523	550	565	563	454	433
2008	강남구	삼성1동	계	3,212	3,252	929	914	1,297	1,434	986	904
2008	강남구	삼성1동	남자	1,657	1,684	447	438	672	761	538	485
2008	강남구	삼성1동	여자	1,555	1,568	482	476	625	673	448	419
2008	강남구	삼성2동	계	6,537	5,779	2,085	1,791	2,490	2,312	1,962	1,676
2008	강남구	삼성2동	남자	3,028	2,744	922	813	1,192	1,130	914	801
2008	강남구	삼성2동	여자	3,509	3,035	1,163	978	1,298	1,182	1,048	875
2008	강남구	대치1동	계	4,432	4,012	1,411	1,531	1,627	1,584	1,394	897
2008	강남구	대치1동	남자	2,141	1,941	675	740	778	752	688	449
2008	강남구	대치1동	여자	2,291	2,071	736	791	849	832	706	448
2008	강남구	대치2동	계	4,429	4,503	1,245	1,516	1,728	1,834	1,456	1,153
2008	강남구	대치2동	남자	2,256	2,270	604	740	896	926	756	604
2008	강남구	대치2동	여자	2,173	2,233	641	776	832	908	700	549
2008	강남구	대치3동	계	3,907	3,719	1,169	1,126	1,388	1,501	1,350	1,092
2008	강남구	대치3동	남자	2,015	1,912	569	540	747	785	699	587
2008	강남구	대치3동	여자	1,892	1,807	600	586	641	716	651	505
2008	강남구	대치4동	계	6,857	6,605	1,927	1,745	2,190	2,599	2,740	2,261
2008	강남구	대치4동	남자	3,231	3,111	865	765	1,066	1,269	1,300	1,077
2008	강남구	대치4동	여자	3,626	3,494	1,062	980	1,124	1,330	1,440	1,184
2008	강남구	역삼1동	계	11,165	11,574	2,245	2,395	4,190	4,845	4,730	4,334
2008	강남구	역삼1동	남자	5,376	5,614	995	1,051	2,137	2,428	2,244	2,135
2008	강남구	역삼1동	여자	5,789	5,960	1,250	1,344	2,053	2,417	2,486	2,199
2008	강남구	역삼2동	계	7,849	8,262	2,553	2,129	2,668	3,491	2,628	2,642
2008	강남구	역삼2동	남자	3,642	3,821	1,151	919	1,266	1,644	1,225	1,258
2008	강남구	역삼2동	여자	4,207	4,441	1,402	1,210	1,402	1,847	1,403	1,384
2008	강남구	도곡1동	계	3,673	4,684	951	1,104	1,513	2,164	1,209	1,416
2008	강남구	도곡1동	남자	1,710	2,251	445	524	694	1,035	571	692
2008	강남구	도곡1동	여자	1,963	2,433	506	580	819	1,129	638	724
2008	강남구	도곡2동	계	5,976	6,695	1,920	2,207	2,159	2,572	1,897	1,916
2008	강남구	도곡2동	남자	2,805	3,234	909	1,061	992	1,223	904	950
2008	강남구	도곡2동	여자	3,171	3,461	1,011	1,146	1,167	1,349	993	966
2008	강남구	개포1동	계	3,772	3,981	1,370	1,194	1,101	1,446	1,301	1,341
2008	강남구	개포1동	남자	1,787	1,878	643	576	523	668	621	634
2008	강남구	개포1동	여자	1,985	2,103	727	618	578	778	680	707
2008	강남구	개포2동	계	4,039	4,388	1,601	1,539	1,155	1,461	1,283	1,388
2008	강남구	개포2동	남자	1,938	2,089	777	714	542	707	619	668
2008	강남구	개포2동	여자	2,101	2,299	824	825	613	754	664	720
2008	강남구	개포3동	계	3,755	4,609	848	1,484	1,611	1,741	1,296	1,384
2008	강남구	개포3동	남자	1,708	2,187	382	718	732	837	594	632
2008	강남구	개포3동	여자	2,047	2,422	466	766	879	904	702	752
2008	강남구	개포4동	계	4,742	4,980	952	919	2,014	2,086	1,776	1,975
2008	강남구	개포4동	남자	2,333	2,510	450	456	1,001	1,046	882	1,008
2008	강남구	개포4동	여자	2,409	2,470	502	463	1,013	1,040	894	967
2008	강남구	일원본동	계	2,892	3,251	757	789	1,133	1,435	1,002	1,027
2008	강남구	일원본동	남자	1,369	1,557	370	370	538	689	461	498
2008	강남구	일원본동	여자	1,523	1,694	387	419	595	746	541	529
2008	강남구	일원1동	계	2,952	3,183	767	562	1,040	1,347	1,145	1,274
2008	강남구	일원1동	남자	1,450	1,546	376	269	518	675	556	602
2008	강남구	일원1동	여자	1,502	1,637	391	293	522	672	589	672
2008	강남구	일원2동	계	3,042	3,101	1,046	827	1,084	1,375	912	899
2008	강남구	일원2동	남자	1,509	1,514	509	380	555	706	445	428
2008	강남구	일원2동	여자	1,533	1,587	537	447	529	669	467	471
2008	강남구	수서동	계	2,514	2,724	578	431	1,132	1,322	804	971
2008	강남구	수서동	남자	1,234	1,300	281	210	554	634	399	456
2008	강남구	수서동	여자	1,280	1,424	297	221	578	688	405	515
2008	강남구	세곡동	계	742	832	162	160	270	285	310	387
2008	강남구	세곡동	남자	381	432	79	76	146	149	156	207
2008	강남구	세곡동	여자	361	400	83	84	124	136	154	180
2008	송파구	소계	계	171,949	131,121	57,083	57,083	66,309	34,988	48,557	39,050
2008	송파구	소계	남자	84,100	64,793	27,725	27,725	32,602	17,414	23,773	19,654
2008	송파구	소계	여자	87,849	66,328	29,358	29,358	33,707	17,574	24,784	19,396
2008	송파구	풍납1동	계	3,228	3,811	604	955	1,471	1,554	1,153	1,302
2008	송파구	풍납1동	남자	1,573	1,898	292	453	725	807	556	638
2008	송파구	풍납1동	여자	1,655	1,913	312	502	746	747	597	664
2008	송파구	풍납2동	계	5,128	5,619	1,099	1,852	2,179	2,008	1,850	1,759
2008	송파구	풍납2동	남자	2,496	2,742	511	905	1,121	980	864	857
2008	송파구	풍납2동	여자	2,632	2,877	588	947	1,058	1,028	986	902
2008	송파구	거여1동	계	2,952	3,206	1,416	1,536	626	641	910	1,029
2008	송파구	거여1동	남자	1,521	1,617	727	762	317	339	477	516
2008	송파구	거여1동	여자	1,431	1,589	689	774	309	302	433	513
2008	송파구	거여2동	계	4,666	5,455	1,839	2,239	1,167	1,207	1,660	2,009
2008	송파구	거여2동	남자	2,346	2,763	936	1,123	578	627	832	1,013
2008	송파구	거여2동	여자	2,320	2,692	903	1,116	589	580	828	996
2008	송파구	마천1동	계	3,150	3,629	1,451	1,561	716	821	983	1,247
2008	송파구	마천1동	남자	1,636	1,827	751	770	374	408	511	649
2008	송파구	마천1동	여자	1,514	1,802	700	791	342	413	472	598
2008	송파구	마천2동	계	3,849	4,081	1,817	1,945	880	787	1,152	1,349
2008	송파구	마천2동	남자	1,963	2,082	909	998	465	408	589	676
2008	송파구	마천2동	여자	1,886	1,999	908	947	415	379	563	673
2008	송파구	방이1동	계	3,282	3,807	1,381	1,914	937	900	964	993
2008	송파구	방이1동	남자	1,631	1,911	648	929	489	452	494	530
2008	송파구	방이1동	여자	1,651	1,896	733	985	448	448	470	463
2008	송파구	방이2동	계	6,096	6,399	2,103	2,601	2,040	1,757	1,953	2,041
2008	송파구	방이2동	남자	2,986	3,167	1,019	1,254	1,013	870	954	1,043
2008	송파구	방이2동	여자	3,110	3,232	1,084	1,347	1,027	887	999	998
2008	송파구	오륜동	계	2,932	3,112	749	1,201	1,331	1,195	852	716
2008	송파구	오륜동	남자	1,425	1,505	362	595	647	561	416	349
2008	송파구	오륜동	여자	1,507	1,607	387	606	684	634	436	367
2008	송파구	오금동	계	6,610	7,346	2,672	3,365	1,902	1,740	2,036	2,241
2008	송파구	오금동	남자	3,272	3,599	1,292	1,596	936	857	1,044	1,146
2008	송파구	오금동	여자	3,338	3,747	1,380	1,769	966	883	992	1,095
2008	송파구	송파1동	계	6,024	6,412	2,167	2,808	1,993	1,704	1,864	1,900
2008	송파구	송파1동	남자	2,891	3,171	1,049	1,369	953	835	889	967
2008	송파구	송파1동	여자	3,133	3,241	1,118	1,439	1,040	869	975	933
2008	송파구	송파2동	계	3,343	5,332	1,353	2,935	949	1,152	1,041	1,245
2008	송파구	송파2동	남자	1,638	2,567	664	1,390	458	575	516	602
2008	송파구	송파2동	여자	1,705	2,765	689	1,545	491	577	525	643
2008	송파구	석촌동	계	8,369	8,840	3,039	3,437	2,639	2,473	2,691	2,930
2008	송파구	석촌동	남자	4,136	4,410	1,514	1,659	1,314	1,265	1,308	1,486
2008	송파구	석촌동	여자	4,233	4,430	1,525	1,778	1,325	1,208	1,383	1,444
2008	송파구	삼전동	계	7,962	9,015	2,345	3,320	2,923	2,652	2,694	3,043
2008	송파구	삼전동	남자	3,795	4,455	1,105	1,610	1,393	1,316	1,297	1,529
2008	송파구	삼전동	여자	4,167	4,560	1,240	1,710	1,530	1,336	1,397	1,514
2008	송파구	가락본동	계	5,614	5,979	2,144	2,738	1,662	1,349	1,808	1,892
2008	송파구	가락본동	남자	2,839	3,110	1,046	1,391	853	708	940	1,011
2008	송파구	가락본동	여자	2,775	2,869	1,098	1,347	809	641	868	881
2008	송파구	가락1동	계	3,206	7,032	1,141	3,985	1,007	1,553	1,058	1,494
2008	송파구	가락1동	남자	1,557	3,463	571	1,943	489	773	497	747
2008	송파구	가락1동	여자	1,649	3,569	570	2,042	518	780	561	747
2008	송파구	가락2동	계	7,358	6,268	3,028	3,079	2,221	1,344	2,109	1,845
2008	송파구	가락2동	남자	3,582	3,143	1,464	1,522	1,086	671	1,032	950
2008	송파구	가락2동	여자	3,776	3,125	1,564	1,557	1,135	673	1,077	895
2008	송파구	문정1동	계	4,450	5,034	1,619	2,371	1,352	1,228	1,479	1,435
2008	송파구	문정1동	남자	2,187	2,433	802	1,111	658	609	727	713
2008	송파구	문정1동	여자	2,263	2,601	817	1,260	694	619	752	722
2008	송파구	문정2동	계	1,932	2,299	511	916	834	764	587	619
2008	송파구	문정2동	남자	962	1,135	255	444	406	383	301	308
2008	송파구	문정2동	여자	970	1,164	256	472	428	381	286	311
2008	송파구	장지동	계	15,975	5,046	6,847	1,812	5,828	1,360	3,300	1,874
2008	송파구	장지동	남자	7,769	2,538	3,268	936	2,861	672	1,640	930
2008	송파구	장지동	여자	8,206	2,508	3,579	876	2,967	688	1,660	944
2008	송파구	잠실본동	계	7,501	8,439	1,731	3,238	3,170	2,662	2,600	2,539
2008	송파구	잠실본동	남자	3,633	4,047	814	1,511	1,555	1,289	1,264	1,247
2008	송파구	잠실본동	여자	3,868	4,392	917	1,727	1,615	1,373	1,336	1,292
2008	송파구	잠실4동	계	18,835	2,151	5,813	831	9,005	672	4,017	648
2008	송파구	잠실4동	남자	9,236	1,030	2,857	385	4,478	344	1,901	301
2008	송파구	잠실4동	여자	9,599	1,121	2,956	446	4,527	328	2,116	347
2008	송파구	잠실6동	계	3,417	3,659	940	2,122	1,484	820	993	717
2008	송파구	잠실6동	남자	1,603	1,793	413	1,029	704	398	486	366
2008	송파구	잠실6동	여자	1,814	1,866	527	1,093	780	422	507	351
2008	송파구	잠실7동	계	1,256	1,541	267	651	618	538	371	352
2008	송파구	잠실7동	남자	587	707	129	298	286	249	172	160
2008	송파구	잠실7동	여자	669	834	138	353	332	289	199	192
2008	송파구	잠실2동	계	26,006	573	6,701	132	13,407	226	5,898	215
2008	송파구	잠실2동	남자	12,617	277	3,247	64	6,525	97	2,845	116
2008	송파구	잠실2동	여자	13,389	296	3,454	68	6,882	129	3,053	99
2008	송파구	잠실3동	계	8,808	7,036	2,306	3,539	3,968	1,881	2,534	1,616
2008	송파구	잠실3동	남자	4,219	3,403	1,080	1,678	1,918	921	1,221	804
2008	송파구	잠실3동	여자	4,589	3,633	1,226	1,861	2,050	960	1,313	812
2008	강동구	소계	계	93,023	91,811	36,700	36,700	29,271	25,496	27,052	29,615
2008	강동구	소계	남자	46,487	46,167	18,344	18,344	14,678	12,795	13,465	15,028
2008	강동구	소계	여자	46,536	45,644	18,356	18,356	14,593	12,701	13,587	14,587
2008	강동구	강일동	계	95	98	41	39	15	19	39	40
2008	강동구	강일동	남자	59	60	28	24	10	9	21	27
2008	강동구	강일동	여자	36	38	13	15	5	10	18	13
2008	강동구	상일동	계	4,369	5,049	1,486	1,694	1,243	1,218	1,640	2,137
2008	강동구	상일동	남자	2,164	2,537	721	850	630	597	813	1,090
2008	강동구	상일동	여자	2,205	2,512	765	844	613	621	827	1,047
2008	강동구	명일1동	계	5,105	5,722	2,275	2,988	1,290	1,272	1,540	1,462
2008	강동구	명일1동	남자	2,496	2,798	1,111	1,455	632	620	753	723
2008	강동구	명일1동	여자	2,609	2,924	1,164	1,533	658	652	787	739
2008	강동구	명일2동	계	2,902	3,174	1,325	1,467	776	903	801	804
2008	강동구	명일2동	남자	1,443	1,591	657	739	389	442	397	410
2008	강동구	명일2동	여자	1,459	1,583	668	728	387	461	404	394
2008	강동구	고덕1동	계	3,895	4,358	1,314	1,963	1,293	992	1,288	1,403
2008	강동구	고덕1동	남자	1,937	2,194	675	998	629	512	633	684
2008	강동구	고덕1동	여자	1,958	2,164	639	965	664	480	655	719
2008	강동구	고덕2동	계	3,207	3,703	1,245	1,407	850	968	1,112	1,328
2008	강동구	고덕2동	남자	1,580	1,887	608	715	405	476	567	696
2008	강동구	고덕2동	여자	1,627	1,816	637	692	445	492	545	632
2008	강동구	암사2동	계	2,936	3,301	1,049	1,377	1,095	1,014	792	910
2008	강동구	암사2동	남자	1,467	1,628	526	670	535	499	406	459
2008	강동구	암사2동	여자	1,469	1,673	523	707	560	515	386	451
2008	강동구	암사3동	계	9,626	1,607	4,857	769	3,035	374	1,734	464
2008	강동구	암사3동	남자	4,757	824	2,392	384	1,520	190	845	250
2008	강동구	암사3동	여자	4,869	783	2,465	385	1,515	184	889	214
2008	강동구	천호1동	계	6,172	6,723	2,892	3,213	1,531	1,398	1,749	2,112
2008	강동구	천호1동	남자	3,069	3,375	1,433	1,594	769	717	867	1,064
2008	강동구	천호1동	여자	3,103	3,348	1,459	1,619	762	681	882	1,048
2008	강동구	천호3동	계	6,041	6,374	2,227	2,355	1,903	1,863	1,911	2,156
2008	강동구	천호3동	남자	3,039	3,243	1,141	1,201	945	937	953	1,105
2008	강동구	천호3동	여자	3,002	3,131	1,086	1,154	958	926	958	1,051
2008	강동구	성내1동	계	4,010	4,502	1,213	1,377	1,700	1,855	1,097	1,270
2008	강동구	성내1동	남자	2,021	2,252	611	690	873	934	537	628
2008	강동구	성내1동	여자	1,989	2,250	602	687	827	921	560	642
2008	강동구	성내2동	계	5,715	6,213	1,683	2,087	2,167	2,188	1,865	1,938
2008	강동구	성내2동	남자	2,875	3,152	852	1,094	1,085	1,080	938	978
2008	강동구	성내2동	여자	2,840	3,061	831	993	1,082	1,108	927	960
2008	강동구	성내3동	계	5,435	5,604	1,943	1,992	1,914	1,716	1,578	1,896
2008	강동구	성내3동	남자	2,684	2,771	976	964	929	848	779	959
2008	강동구	성내3동	여자	2,751	2,833	967	1,028	985	868	799	937
2008	강동구	둔촌1동	계	3,343	3,681	822	838	1,482	1,861	1,039	982
2008	강동구	둔촌1동	남자	1,685	1,865	432	437	726	919	527	509
2008	강동구	둔촌1동	여자	1,658	1,816	390	401	756	942	512	473
2008	강동구	둔촌2동	계	4,554	5,004	1,677	1,665	1,413	1,455	1,464	1,884
2008	강동구	둔촌2동	남자	2,346	2,597	862	847	734	766	750	984
2008	강동구	둔촌2동	여자	2,208	2,407	815	818	679	689	714	900
2008	강동구	암사1동	계	8,332	8,269	3,750	3,891	2,340	1,749	2,242	2,629
2008	강동구	암사1동	남자	4,201	4,147	1,886	1,910	1,187	885	1,128	1,352
2008	강동구	암사1동	여자	4,131	4,122	1,864	1,981	1,153	864	1,114	1,277
2008	강동구	천호2동	계	7,720	8,127	3,054	3,306	2,313	2,092	2,353	2,729
2008	강동구	천호2동	남자	3,941	4,114	1,583	1,655	1,212	1,090	1,146	1,369
2008	강동구	천호2동	여자	3,779	4,013	1,471	1,651	1,101	1,002	1,207	1,360
2008	강동구	길동	계	9,566	10,302	3,847	4,272	2,911	2,559	2,808	3,471
2008	강동구	길동	남자	4,723	5,132	1,850	2,117	1,468	1,274	1,405	1,741
2008	강동구	길동	여자	4,843	5,170	1,997	2,155	1,443	1,285	1,403	1,730
