주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
308-2-000061,신화마을 주차장,공영,노외,전라북도 익산시 용동면 화배신화1길 60,전라북도 익산시 용동면 화배리 185-1,10,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.0945441,127.0099290,2019-09-18,4680000,전라북도 익산시,
308-2-000064,학동마을 주차장,공영,노외,전라북도 익산시 용안면 칠목학동 1길 33,전라북도 익산시 용안면 칠목리 435-2,45,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-7355,36.0934759,126.9705370,2019-09-18,4680000,전라북도 익산시,
308-2-000065,석우마을 주차장,공영,노외,전라북도 익산시 용안면 돌마루길 3,전라북도 익산시 용안면 법성리 3-5,15,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.1394445,126.9570370,2019-09-18,4680000,전라북도 익산시,
308-2-000066,입산마을 주차장,공영,노외,전라북도 익산시 용안면 입산1길 6,전라북도 익산시 용안면 동지산리 282-14,15,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.0953987,126.9597370,2019-09-18,4680000,전라북도 익산시,
308-2-000067,송산마을 주차장,공영,노외,전라북도 익산시 용안면 송산3길 11,전라북도 익산시 용안면 송산리 234-2,16,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-5766,36.0988279,126.9658774,2019-09-18,4680000,전라북도 익산시,
308-2-000068,지종마을 주차장,공영,노외,전라북도 익산시 웅포면 지성길 103,전라북도 익산시 웅포면 제성리 434-4,45,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-5689,36.1162149,126.8995224,2019-09-18,4680000,전라북도 익산시,
308-2-000069,서산동마을 주차장,공영,노외,전라북도 익산시 웅포면 서산동길 30,전라북도 익산시 웅포면 맹산리 843-1,55,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.1022066,126.8867065,2019-09-18,4680000,전라북도 익산시,
308-2-000070,진소마을 주차장,공영,노외,전라북도 익산시 웅포면 참빗길 77,전라북도 익산시 웅포면 송천리 491-1,15,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-862-4305,36.0849036,126.894743,2019-09-18,4680000,전라북도 익산시,
308-2-000071,송천마을 주차장,공영,노외,전라북도 익산시 웅포면 솔내길 8-4,전라북도 익산시 웅포면 송천리 172-3,17,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-862-1585,36.0765468,126.8999388,2019-09-18,4680000,전라북도 익산시,
308-2-000072,대맹마을 주차장,공영,노외,전라북도 익산시 웅포면 대맹길 22-7,전라북도 익산시 웅포면 맹산리 134-4,27,3,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-1318,36.1113748,126.889894,2019-09-18,4680000,전라북도 익산시,
308-2-000062,용안삼세오충열사 주차장,공영,노외,전라북도 익산시 용안면 현내로 468,전라북도 익산시 용안면 중신리 131-3,70,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.1198845,126.9603238,2019-09-18,4680000,전라북도 익산시,
308-2-000063,법성마을 주차장,공영,노외,전라북도 익산시 용안면 법성길 26,전라북도 익산시 용안면 법성리 214-5,10,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-4398,36.1360535,126.9575007,2019-09-18,4680000,전라북도 익산시,
308-2-000073,원대암마을 주차장,공영,노외,전라북도 익산시 웅포면 원대암길 79-2,전라북도 익산시 웅포면 대붕암리 173-4,9,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-4393,36.1346344,126.902594,2019-09-18,4680000,전라북도 익산시,
308-2-000074,동산동마을 주차장,공영,노외,전라북도 익산시 웅포면 동산동길 27-1,전라북도 익산시 웅포면 맹산리 774-1,17,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-862-6621,36.1011723,126.887856,2019-09-18,4680000,전라북도 익산시,
308-2-000075,하제마을 주차장,공영,노외,전라북도 익산시 웅포면 제성1길 6,전라북도 익산시 웅포면 제성리 642-1,74,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-4392,36.1229909,126.8905777,2019-09-18,4680000,전라북도 익산시,
308-2-000076,상제마을 주차장,공영,노외,전라북도 익산시 웅포면 붕새1길 29-6,전라북도 익산시 웅포면 대붕암리 494-1,43,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.1282276,126.898212,2019-09-18,4680000,전라북도 익산시,
308-1-000019,인화동 남부지구 주차장,공영,노상,전라북도 익산시 목천로3길 8,전라북도 익산시 인화동1가 176,300,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.9303387,126.948277,2019-09-18,4680000,전라북도 익산시,
308-1-000020,익산교육지원청 주차장,공영,노상,전라북도 익산시 중앙로 127,전라북도 익산시 마동 291,110,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-831-8681,35.9382369,126.9610434,2019-09-18,4680000,전라북도 익산시,
308-1-000021,인화동 임시공영주차장,공영,노상,전라북도 익산시 평동로 13길 21,전라북도 익산시 인화동2가 28-2,33,3,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.9321834908,126.954464068,2019-09-18,4680000,전라북도 익산시,
308-1-000022,남부시장 주차장,공영,노상,전라북도 익산시 평동로 11길 12,전라북도 익산시 인화동2가 7,99,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-855-4798,35.9319147,126.953311,2019-09-18,4680000,전라북도 익산시,
308-1-000023,중앙시장 주차장,공영,노상,전라북도 익산시 중앙로3길 27,전라북도 익산시 창인동 1가 137-1,69,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-855-3479,35.9419622,126.9499945,2019-09-18,4680000,전라북도 익산시,
308-1-000024,중앙주차장,공영,노상,전라북도 익산시 익산대로16길 48,전라북도 익산시 갈산동 3,75,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-855-3479,35.9393413,126.9525838,2019-09-18,4680000,전라북도 익산시,
308-2-000077,창인동 6통마을 주차장,공영,노외,전라북도 익산시 익산대로 163,전라북도 익산시 창인동1가 6-9,8,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.9408531,126.9471564,2019-09-18,4680000,전라북도 익산시,
308-1-000025,매일시장 주차장,공영,노상,전라북도 익산시 중앙로 3길 26-1,전라북도 익산시 창인동1가 132-7,22,3,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.9415187846,126.950422,2019-09-18,4680000,전라북도 익산시,
308-2-000078,신촌마을 주차장,공영,노외,전라북도 익산시 춘포면 춘포4길 80,전라북도 익산시 춘포면 춘포리 145-7,50,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-842-8404,35.8972561646,127.0030305548,2019-09-18,4680000,전라북도 익산시,
308-2-000079,갈전마을 주차장,공영,노외,전라북도 익산시 춘포면 갈전길 53,전라북도 익산시 춘포면 창평리 669-1,12,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-834-7785,35.9553977,127.030654,2019-09-18,4680000,전라북도 익산시,
308-2-000080,판문마을 주차장,공영,노외,전라북도 익산시 춘포면 판문길 22,전라북도 익산시 춘포면 용연리 529-6,30,3,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-842-8128,35.9009214,127.0185949,2019-09-18,4680000,전라북도 익산시,
308-2-000081,창평마을 주차장,공영,노외,전라북도 익산시 춘포면 창평길 58,전라북도 익산시 춘포면 창평리 189-4,43,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-832-0210,35.9636813,127.043835,2019-09-18,4680000,전라북도 익산시,
308-2-000082,쌍정마을 주차장,공영,노외,전라북도 익산시 춘포면 쌍정길 11,전라북도 익산시 춘포면 쌍정리 163-1,62,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-291-3857,35.9233594729,127.0520238861,2019-09-18,4680000,전라북도 익산시,
308-2-000083,삼포마을 주차장,공영,노외,전라북도 익산시 춘포면 삼포길 67,전라북도 익산시 춘포면 삼포리 339-2,7,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-842-8427,35.9200461,126.997708,2019-09-18,4680000,전라북도 익산시,
308-2-000084,안수마을 주차장,공영,노외,전라북도 익산시 춘포면 천서길 239,전라북도 익산시 춘포면 천서리 119-12,15,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-832-2291,35.9453457,127.037641,2019-09-18,4680000,전라북도 익산시,
308-2-000085,천서마을 주차장,공영,노외,전라북도 익산시 춘포면 천서길 150,전라북도 익산시 춘포면 천서리 378-2,44,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-832-6356,35.9395291,127.033185,2019-09-18,4680000,전라북도 익산시,
308-2-000086,엽동마을 주차장,공영,노외,전라북도 익산시 춘포면 엽동길 96-2,전라북도 익산시 춘포면 창평리 337-5,12,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-834-1193,35.9561733,127.044859,2019-09-18,4680000,전라북도 익산시,
308-2-000087,강경마을 주차장,공영,노외,전라북도 익산시 강경1길 65-35,전라북도 익산시 금강동 1108-13,45,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.9194874,126.990152,2019-09-18,4680000,전라북도 익산시,
308-1-000026,제19호 근린공원 주차장,공영,노상,전라북도 익산시 하나로 10길 57-13,전라북도 익산시 부송동 1079,68,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.9624479269,126.987162775,2019-09-18,4680000,전라북도 익산시,
308-2-000088,석교마을 주차장,공영,노외,전라북도 익산시 석교길 47,전라북도 익산시 은기동 164,12,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,35.9917263,127.016873,2019-09-18,4680000,전라북도 익산시,
308-2-000089,다은마을 주차장,공영,노외,전라북도 익산시 함라면 시와로 472,전라북도 익산시 함라면 다망리 200-4,16,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-9409,36.0348990,126.911888,2019-09-18,4680000,전라북도 익산시,
308-2-000090,어등마을 주차장,공영,노외,전라북도 익산시 함라면 어등1길 52,전라북도 익산시 함라면 신대리 502-11,16,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-9458,36.0427713,126.8983481,2019-09-18,4680000,전라북도 익산시,
308-2-000091,진목마을 주차장,공영,노외,전라북도 익산시 함라면 진목1길 13-7,전라북도 익산시 함라면 신목리 333-21,19,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-3876,36.0201330,126.9023188,2019-09-18,4680000,전라북도 익산시,
308-2-000092,회룡마을 주차장,공영,노외,전라북도 익산시 함라면 회룡길 77,전라북도 익산시 함라면 다망리 423-5,75,1,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-9436,36.0246269,126.9124325,2019-09-18,4680000,전라북도 익산시,
308-2-000093,신함마을 주차장,공영,노외,전라북도 익산시 함라면 신함길 4,전라북도 익산시 함라면 신목리 573,6,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-855-5441,36.0143080,126.8954308,2019-09-18,4680000,전라북도 익산시,
308-2-000094,행동마을 주차장,공영,노외,전라북도 익산시 함라면 행동길 15-1,전라북도 익산시 함라면 함열리 264-3,60,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.0578065,126.9094444,2019-09-18,4680000,전라북도 익산시,
308-2-000095,함라산 등산로 주차장,공영,노외,전라북도 익산시 함라면 백제로 622-6,전라북도 익산시 함라면 금성리 541-5,40,3,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-859-5973,36.0705434,126.9135559,2019-09-18,4680000,전라북도 익산시,
308-2-000096,간성마을 주차장,공영,노외,전라북도 익산시 함라면 간성길 26,전라북도 익산시 함라면 금성리 296-62,12,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-0013,36.0660532,126.9219197,2019-09-18,4680000,전라북도 익산시,
308-2-000097,고월마을 주차장,공영,노외,전라북도 익산시 함라면 고월길 17-2,전라북도 익산시 함라면 다망리 567-4,17,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-9563,36.0177312,126.912617,2019-09-18,4680000,전라북도 익산시,
308-2-000098,정자마을 주차장,공영,노외,전라북도 익산시 함열읍 정자길 122,전라북도 익산시 함열읍 남당리 557-1,15,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-1100,36.0850834,126.9756940,2019-09-18,4680000,전라북도 익산시,
308-2-000099,학선마을 주차장,공영,노외,전라북도 익산시 함열읍 학선길 6,전라북도 익산시 함열읍 흘산리 286-12,15,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-862-7259,36.0541535,126.9739362,2019-09-18,4680000,전라북도 익산시,
308-2-000100,석치마을 주차장,공영,노외,전라북도 익산시 함열읍 석매석치길 86,전라북도 익산시 함열읍 석매리 873-1,50,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-861-1290,36.0576873,126.9561923,2019-09-18,4680000,전라북도 익산시,
308-2-000101,정동마을 주차장,공영,노외,전라북도 익산시 함열읍 정동길 31,전라북도 익산시 함열읍 와리 1217-5,12,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-862-0824,36.0710429,126.963756,2019-09-18,4680000,전라북도 익산시,
308-1-000027,함열교회 주차장,공영,노상,전라북도 익산시 함열읍 함열2길 18,전라북도 익산시 함열읍 와리 564,45,2,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-862-9192,36.0806670,126.9602730,2019-09-18,4680000,전라북도 익산시,
308-2-000102,상시중마을 주차장,공영,노외,전라북도 익산시 함열읍 함열7길 33,전라북도 익산시 함열읍 와리 233-3,10,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-862-6023,36.0807651,126.9647417,2019-09-18,4680000,전라북도 익산시,
308-2-000103,원신기마을 주차장,공영,노외,전라북도 익산시 황등면 원신기길 72,전라북도 익산시 황등면 신기리 280-21,18,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-4948,35.9951899,126.9338147,2019-09-18,4680000,전라북도 익산시,
308-2-000104,구자마을 주차장,공영,노외,전라북도 익산시 황등면 구자길 87,전라북도 익산시 황등면 구자리 81-1,4,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-858-2742,36.0418987,126.9258424,2019-09-18,4680000,전라북도 익산시,
308-2-000105,무동마을 주차장,공영,노외,전라북도 익산시 황등면 무동길 13-1,전라북도 익산시 황등면 구자리 398,26,3,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-857-6317,36.0360131,126.922779,2019-09-18,4680000,전라북도 익산시,
308-2-000106,백길마을 주차장,공영,노외,전라북도 익산시 황등면 백길 17,전라북도 익산시 황등면 황등리 1084-4,20,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-5966,35.9963391679,126.94209023,2019-09-18,4680000,전라북도 익산시,
308-2-000107,보삼마을 주차장,공영,노외,전라북도 익산시 황등면 황등5길 18-5,전라북도 익산시 황등면 황등리 355-4,7,4,미시행,평일+토요일+공휴일,00:00,24:00,09:00,24:00,09:00,24:00,무료,0,0,0,0,0,0,0,무,무,전라북도 익산시청,063-856-5471,36.0004220,126.946451,2019-09-18,4680000,전라북도 익산시,
154-1-000018,칠성시장서편주차장,공영,노상,대구광역시 북구 공평로 144-8,대구광역시 북구 칠성동1가 222-5,26,1,미시행,평일+토요일,07:00,18:00,07:00,18:00,00:00,00:00,유료,30,500,10,250,,,,"현금,카드",,대구시설공단,1577-6446,35.8770217,128.6017623,2019-09-10,B553738,대구시설공단,
154-1-000019,칠성전자상가주차장,공영,노상,대구광역시 북구 칠성가구시장로2길 8,대구광역시 북구 칠성동1가 279-1,11,1,미시행,평일+토요일,07:00,18:00,07:00,18:00,00:00,00:00,유료,30,500,10,250,,,,"현금,카드",,대구시설공단,1577-6446,35.8749415880,128.6072006658,2019-09-10,B553738,대구시설공단,
154-1-000020,만평R북편주차장,공영,노상,대구광역시 북구 팔달로 105(노원동3가),대구광역시 북구 노원동3가 252-3,36,2,미시행,평일+토요일+공휴일,08:00,19:00,08:00,19:00,08:00,19:00,유료,30,300,10,150,210,3000,40000,현금,,대구시설공단,1577-6446,35.8898365664,128.561229174,2019-09-10,B553738,대구시설공단,
154-3-000021,농수산물도매시장앞주차장,공영,부설,대구광역시 북구 매천로18길 34,대구광역시 북구 매천동 527-3,1444,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,1000,10,200,90,15000,50000,"현금,카드",,대구시설공단,053-311-9405,35.9028168,128.543085,2019-09-10,B553738,대구시설공단,
156-2-000014,서촌공영주차장,공영,노외,대구광역시 달서구 새방로 43,대구광역시 달서구 용산동 429-1,75,3,미시행,평일,10:00,19:00,00:00,00:00,00:00,00:00,유료,30,200,10,100,210,2000,20000,현금,,대구시설공단,,35.8629533167,128.522211583,2019-09-10,B553738,대구시설공단,
156-2-000013,월촌공원주차장,공영,노외,대구광역시 달서구 상인로 68-4,대구광역시 달서구 상인동 1559,157,기타,미시행,평일+토요일+공휴일,08:00,20:00,08:00,20:00,08:00,20:00,유료,60,1000,60,1000,120,2000,20000,카드,,대구시설공단,,35.812763,128.548952064,2019-09-10,B553738,대구시설공단,
156-1-000015,달서대로주차장,공영,노상,대구광역시 달서구 달서대로 411,대구광역시 달서구 호림동 16,132,3,미시행,평일+토요일+공휴일,10:00,21:00,10:00,21:00,10:00,21:00,유료,30,200,10,100,210,2000,,현금,,대구시설공단,1577-6446,35.8358511,128.4913926,2019-09-10,B553738,대구시설공단,
150-2-000001,경상감영공원주차장,공영,노외,대구광역시 중구 경상감영길 99,대구광역시 중구 포정동 21,61,1,미시행,평일+토요일+공휴일,07:30,23:00,07:30,23:00,07:30,23:00,유료,30,800,10,400,210,8000,100000,"현금,카드",,대구시설공단,053-253-6444,35.872239,128.5922224,2019-09-10,B553738,대구시설공단,
150-1-000002,삼덕네거리남편주차장,공영,노상,대구광역시 중구 동덕로 80,대구광역시 중구 대봉동 22-16,69,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,10,500,210,10000,100000,현금,,대구시설공단,1577-6446,35.861918,128.6035616,2019-09-10,B553738,대구시설공단,
150-2-000003,서문주차장,공영,노외,대구광역시 중구 큰장로26길 45,대구광역시 중구 대신동 115-378,660,1,미시행,평일+토요일+공휴일,07:00,19:30,07:00,19:30,07:00,19:30,유료,30,500,10,250,,,,"현금,카드",,대구시설공단,053-255-4451,35.8688986,128.5807810,2019-09-10,B553738,대구시설공단,
150-2-000005,약령시서편주차장,공영,노외,대구광역시 중구 남성로 61,대구광역시 중구 동성로3가 35-13,17,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,500,10,250,210,5000,,현금,,대구시설공단,,35.8673102,128.5933752,2019-09-10,B553738,대구시설공단,
151-2-000019,공항2공영주차장,공영,노외,대구광역시 동구 해동로 6,대구광역시 동구 지저동 669-60,186,3,미시행,평일+토요일+공휴일,06:00,23:00,06:00,23:00,06:00,23:00,유료,30,400,10,200,210,4000,,카드,,대구시설공단,,35.8974446,128.6377190,2019-09-10,B553738,대구시설공단,
152-2-000001,인동촌시장주차장,공영,노외,대구광역시 서구 북비산로 74길 8,대구광역시 서구 비산동 71-17,44,1,미시행,평일,12:00,21:00,00:00,00:00,00:00,00:00,유료,30,1000,10,500,210,10000,60000,현금,,대구시설공단,,35.8786180,128.5739280,2019-09-10,B553738,대구시설공단,
152-2-000002,달서교하부주차장,공영,노외,대구광역시 서구 가르뱅이로6길 11,대구광역시 서구 이현동 299-1,78,기타,미시행,평일+토요일,00:00,00:00,00:00,00:00,00:00,00:00,유료,60,1000,60,1000,120,2000,40000,현금,,대구시설공단,,35.8811756,128.5351424,2019-09-10,B553738,대구시설공단,
152-1-000003,대평리시장옆주차장,공영,노상,대구광역시 서구 문화로 217,대구광역시 서구 평리동 684-29,49,2,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,300,10,150,210,3000,40000,현금,,대구시설공단,1577-6446,35.8757472,128.5563134,2019-09-10,B553738,대구시설공단,
152-1-000004,북비산R서편주차장,공영,노상,대구광역시 서구 북비산로 301,대구광역시 서구 평리동 657-24,19,2,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,600,10,300,210,6000,60000,현금,,대구시설공단,1577-6446,35.8796300,128.5661795,2019-09-10,B553738,대구시설공단,
154-1-000017,칠성시장북편주차장,공영,노상,대구광역시 북구 칠성시장로 42,대구광역시 북구 칠성동1가 276-108,28,1,미시행,평일+토요일,07:00,18:00,07:00,18:00,00:00,00:00,유료,30,500,10,250,,,,"현금,카드",,대구시설공단,1577-6446,35.8777389,128.6036062,2019-09-10,B553738,대구시설공단,
150-3-000006,시청광장주차장,공영,부설,대구광역시 중구 국채보상로131길 17,대구광역시 중구 동인동2가 2-1,146,1,5부제,평일,07:00,22:00,00:00,00:00,00:00,00:00,유료,30,1000,10,500,210,10000,,카드,,대구시설공단,053-803-5604,35.8706474,128.6018016,2019-09-10,B553738,대구시설공단,
150-2-000007,국채보상운동기념공원주차장,공영,노외,대구광역시 중구 공평로10길 25,대구광역시 중구 동인동2가 42,514,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,30,600,10,300,180,5000,80000,카드,,대구시설공단,053-426-7840,35.8684401397,128.601702,2019-09-10,B553738,대구시설공단,
151-2-000002,공항1공영주차장,공영,노외,대구광역시 동구 해동로 6,대구광역시 동구 지저동 669-60,89,3,미시행,평일+토요일+공휴일,06:00,22:00,06:00,22:00,06:00,22:00,유료,30,400,10,200,210,4000,,카드,,대구시설공단,,35.8974446,128.6377190,2019-09-10,B553738,대구시설공단,
151-2-000003,신천3동주차장,공영,노외,대구광역시 동구 송라로14길 46-2,대구광역시 동구 신천동 281-10,25,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,무료,30,500,10,250,210,5000,50000,현금,,대구시설공단,,35.874552,128.621271,2019-09-10,B553738,대구시설공단,
151-1-000004,귀빈예식장동편주차장,공영,노상,대구광역시 동구 동대구로 454,대구광역시 동구 신천동 294-5,48,1,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,1000,10,500,210,5000,60000,현금,,대구시설공단,1577-6446,35.8709665,128.6264784,2019-09-10,B553738,대구시설공단,
151-1-000005,동대구초등서편주차장,공영,노상,대구광역시 동구 아양로8길 36,대구광역시 동구 신암동 184-12,41,2,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,유료,30,600,10,300,210,6000,80000,현금,,대구시설공단,1577-6446,35.8789007,128.6198850,2019-09-10,B553738,대구시설공단,
