순번,시도본부,소방서,119안전센터명,주소,전화번호
871,경북소방본부,영주소방서, 춘양 ,경상북도 봉화군 춘양면 소천로 22,054-630-0431
872,경북소방본부,영주소방서, 명호 ,경상북도 봉화군 명호면 도천길 18-46,054-630-0451
873,경북소방본부,영천소방서, 영천_동부 ,경상북도 영천시 호국로 187,054-334-2119
874,경북소방본부,영천소방서, 영천_남부 ,경상북도 영천시 한방로 176-0,054-339-6949  
875,경북소방본부,영천소방서, 영천_금호 ,경상북도 영천시 금호읍 오계공단길 5,054-334-0119
876,경북소방본부,영천소방서, 신녕 ,경상북도 영천시 신령면 어릿골길 11,054-332-9119
877,경북소방본부,상주소방서, 서성 ,경상북도 상주시 상산로 322,054-533-2119
878,경북소방본부,상주소방서, 함창 ,경상북도 상주시 함창읍 가야로 46-1,054-541-3119
879,경북소방본부,상주소방서, 청리 ,경상북도 상주시 청리면 마공공단로 152,054-534-9119
880,경북소방본부,상주소방서, 화서(신설) ,경상북도 상주시 화서면 상현무동길 5,054-533-0119
881,경북소방본부,문경소방서, 점촌 ,경상북도 문경시 중앙로 305,054-555-2119
882,경북소방본부,문경소방서, 모전 ,경상북도 문경시 모전로 173,054-555-5119
883,경북소방본부,문경소방서, 가은 ,경상북도 문경시 가은읍 가은로 126,054-571-5119
884,경북소방본부,문경소방서, 문경 ,경상북도 문경시 문경읍 새재로 501,054-571-0119
885,경북소방본부,문경소방서, 문경_예천 ,경상북도 예천군 예천읍 양궁로 61-12,054-654-2119
886,경북소방본부,문경소방서, 지보 ,경상북도 예천군 지보면 지보로 247,054-653-3119
887,경북소방본부,문경소방서, 도청(신설) ,경상북도 예천군 호명면 도청대로 19,054-559-2671
888,경북소방본부,경산소방서, 압량 ,경상북도 경산시 압량면 김유신로 12,053-813-1119
889,경북소방본부,경산소방서, 경산_중앙 ,경상북도 경산시 장산로 143,053-813-0119
890,경북소방본부,경산소방서, 하양 ,경상북도 경산시 하양읍 대경로 793,053-852-0119
891,경북소방본부,경산소방서, 진량 ,경상북도 경산시 진량읍 공단2로 72,053-856-0119
892,경북소방본부,경산소방서, 자인 ,경산북도 경산시 자인면 금학로 25-11,053-857-2119
893,경북소방본부,의성소방서, 의성_봉양 ,경상북도 의성군 봉양면 경북대로 4741,054-834-8119
894,경북소방본부,의성소방서, 의성 ,경상북도 의성군 의성읍 홍술로 187,054-834-7119
895,경북소방본부,의성소방서, 안계 ,경상북도 의성군 안계면 안계길 100,054-861-0119
896,경북소방본부,의성소방서, 군위 ,경상북도 군위군 군위읍 군위공단길 65,054-383-0119
897,경북소방본부,의성소방서, 의흥 ,경상북도 군위군 의흥면 읍내길 23,054-382-7119
898,경북소방본부,영덕소방서, 영덕 ,경상북도 영덕군 영덕읍 경동로 8401,054-734-2119
899,경북소방본부,영덕소방서, 강구 ,경상북도 영덕군 강구면 강산로 38,054-733-4119
900,경북소방본부,영덕소방서, 영해 ,경상북도 영덕군 영해면 창수영해로 481,054-732-0119
901,경북소방본부,경산소방서, 청도 ,경상북도 청도군 청도읍 중앙로 192-34,054-373-0119
902,경북소방본부,경산소방서, 풍각 ,경상북도 청도군 풍각면 송서로 64,054-372-2119
903,경북소방본부,경산소방서, 경산_금천 ,경상북도 청도군 금천면 청려로 4363,054-372-3119
904,경북소방본부,고령소방서, 대가야 ,경상북도 고령군 대가야읍 벽화길18,054-954-0119
905,경북소방본부,고령소방서, 다산 ,경상북도 고령군 다산면 다산로 506,054-955-6119
906,경북소방본부,성주소방서, 성주 ,경상북도 성주군 성주읍 주산로 193,054-930-5606
907,경북소방본부,성주소방서, 선남(신설) ,경상북도 성주군 선남면 도성3길 39-17,054-930-5620
908,경북소방본부,칠곡소방서, 왜관 ,경상북도 칠곡군 기산면 칠곡대로 1216,054-976-7119
909,경북소방본부,칠곡소방서, 칠곡_북삼 ,경상북도 칠곡군 북삼읍 안산2길 46,054-973-4119
910,경북소방본부,칠곡소방서, 칠곡_금산 ,경상북도 칠곡군 왜관읍 공단로 194,054-971-2119
911,경북소방본부,칠곡소방서, 칠곡_가산 ,경상북도 칠곡군 가산면 다부원1길 57,054-974-0119
912,경북소방본부,칠곡소방서, 석적 ,경상북도 칠곡군 석적읍 유학로 140,054-973-2119
913,경북소방본부,울진소방서, 울진 ,경상북도 울진군 울진읍 울진북로 508,054-780-1401
914,경북소방본부,울진소방서, 죽변 ,경상북도 울진군 죽변면 하죽로 1841,054-780-1411
915,경북소방본부,울진소방서, 후포 ,경상북도 울진군 후포면 실배길 28-1,054-780-1421
916,경북소방본부,울진소방서, 온정 ,경상북도 울진군 온정면 백암온천로 1315,054-780-1431
917,경남소방본부,진주소방서,상대,경남 진주시 동진로 249,055-760-9360
918,경남소방본부,진주소방서,중앙,경남 진주시 북장대로 64번길 14,055-760-9370
919,경남소방본부,진주소방서,천전,경남 진주시 강남로 167번길 16,055-760-9380
920,경남소방본부,진주소방서,평거,경남 진주시 순환로 565,055-760-9390
921,경남소방본부,진주소방서,문산,경남 진주시 문산읍 월아산로 979,055-160-9400
922,경남소방본부,통영소방서,죽림,경남 통영시 광도면 죽림4로 49,055-640-9361
923,경남소방본부,통영소방서,무전,경남 통영시 원문로 71,055-640-9422
924,경남소방본부,통영소방서,서호,경남 통영시 중앙로 91-8,055-640-9371
925,경남소방본부,통영소방서,도남,경남 통영시 도남로257,055-640-9385
926,경남소방본부,사천소방서,동금,경남 사천시 남일로 29,055-830-4000
927,경남소방본부,사천소방서,사남,경남 사천시 사남면 공단2로 53,055-830-9410
928,경남소방본부,사천소방서,사천읍,경남 사천시 사천읍 무산로 21,055-830-9420
929,경남소방본부,사천소방서,곤양,경남 사천시 곤양면 곤북로 64,055-850-9430
930,경남소방본부,김해동부소방서,삼정,경남 김해시 김해대로 2507,055-320-9360
931,경남소방본부,김해동부소방서,동상,경남 김해시 분성로 335번지 38-1,055-320-9370
932,경남소방본부,김해동부소방서,내외,경남 김해시 내외로 77,055-320-9380
933,경남소방본부,김해동부소방서,상동,경남 김해시 상동면 상동로 637,055-320-9460
934,경남소방본부,김해동부소방서,생림,경남 김해시 생림면 봉림로 106,055-320-9440
935,경남소방본부,김해동부소방서,북부,경남 김해시 해반천로 166,055-320-9470
936,경남소방본부,김해서부소방서,진영,경남 김해시 진영읍 장등로 4,055-344-9380
937,경남소방본부,김해서부소방서,장유,경남 김해시 장유면 번화2로 12,055-344-9360
938,경남소방본부,김해서부소방서,진례,경남 김해시 진례면 담안로 50,055-344-9370
939,경남소방본부,김해서부소방서,한림,경남 김해시 한림면 한림로 401번길 50,055-344-9410
940,경남소방본부,김해서부소방서,주촌,경남 김해시 주촌면 서부로 1784,055-344-9390
941,경남소방본부,밀양소방서,삼문,경남 밀양시 밀양대로 1760,055-350-9362
942,경남소방본부,밀양소방서,하남,경남 밀양시 하남읍 명례로 108,055-350-9385
943,경남소방본부,밀양소방서,가곡,경남 밀양시 용두로 5,055-350-9374
944,경남소방본부,밀양소방서,삼랑진,경남 밀양시 삼랑진읍 삼랑진로 16-3,055-350-9392
945,경남소방본부,밀양소방서,산동,경남 밀양시 산외면 산외로 679,055-350-9402
946,경남소방본부,거제소방서,장승포,경남 거제시 능포로 77,055-689-9370
947,경남소방본부,거제소방서,옥포,경남 거제시 진목로 1,055-689-9361
948,경남소방본부,거제소방서,신현,경남 거제시 계룡로 52,055-689-9380
949,경남소방본부,거제소방서,거제,경남 거제시 거제면 거제남서로 3429,055-689-9400
950,경남소방본부,거제소방서,연초,경남 거제시 연초면 거제북로1,055-689-9410
951,경남소방본부,거제소방서,동부,경남 거제시 동부면 거제대로 957,055-689-9420
952,경남소방본부,양산소방서,중앙,경남 양산시 신기로 13 ,055-379-9370
953,경남소방본부,양산소방서,웅상,경남 양산시 웅상대로 1120,055-379-9380
954,경남소방본부,양산소방서,물금,경남 양산시 물금읍 황산로 719,055-379-9360
955,경남소방본부,양산소방서,하북,경남 양산시 하북면 양산대로 2255-38,055-379-9390
956,경남소방본부,양산소방서,중부,경남 양산시 양산역 6길 27,055-379-9330
957,경남소방본부,양산소방서,평산,경남 양산시 내연4길 9,055-379-9320
958,경남소방본부,의령소방서,의령,경남 의령군 의령읍 의병로 108-17,055-570-9310
959,경남소방본부,의령소방서,부림,경남 의령군 부림면 대한로 1666,055-570-9320
960,경남소방본부,함안소방서,가야,경남 함안군 가야읍 선왕길 59,055-580-9300
961,경남소방본부,함안소방서,칠원,경남 함안군 칠원읍 용산2길 121,055-580-9330
962,경남소방본부,함안소방서,군북,경남 함안군 군북면 함마대로 760,055-580-9340
963,경남소방본부,창녕소방서,창녕,경남 창녕군 대지면 우포2로 1097,055-259-9360
964,경남소방본부,창녕소방서,남지,경남 창녕군 남지읍 동포로 64,055-259-9370
965,경남소방본부,창녕소방서,부곡,경남 창녕군 부곡면 원앙로 184,055-259-9380
966,경남소방본부,고성소방서,고성,경남 고성군 고성읍 남해안대로 2670,055-670-9310
967,경남소방본부,고성소방서,회화,경남 고성군 회화면 영희로 2211,055-670-9320
968,경남소방본부,고성소방서,거류,경남 고성군 거류면 봉암 1길 9,055-670-9340
969,경남소방본부,남해소방서,남해,경남 남해군 남해읍 스포츠로 81,055-860-9360
970,경남소방본부,남해소방서,삼동,경남 남해군 삼동면 동부대로 1795,055-860-9370
971,경남소방본부,하동소방서,금성,경남 하동군 금성면 금성로 15,055-880-9322
972,경남소방본부,하동소방서,하동,경남 하동군 적량면 공설운동장로 169,055-880-9360
973,경남소방본부,하동소방서,진교,경남 하동군 진교면 진양로 27,055-880-9370
974,경남소방본부,산청소방서,산청,경남 산청군 산청읍 중앙로 76-7,055-970-9310
975,경남소방본부,산청소방서,단성,경남 산청군 단성면 사직단로 447-8,055-970-9320
976,경남소방본부,함양소방서,함양,경남 함양군 함양읍 인당 강변길 58,055-960-9311
977,경남소방본부,함양소방서,안의,경남 함양군 안의면 금성길 19,055-960-9321
978,경남소방본부,거창소방서,대평,경남 거창군 거창읍 거함대로 3324,055-940-9361
979,경남소방본부,거창소방서,위천,경남 거창군 위천면 원학길 321,055-940-9371
980,경남소방본부,거창소방서,가조,경남 거창군 가조면 마상3길 32,055-940-9381
981,경남소방본부,합천소방서,합천,경남 합천군 합천읍 인덕로 2453,055-930-9300
982,경남소방본부,합천소방서,초계,경남 합천군 초계면 양동로 6-16,055-930-9320
983,제주소방본부,제주소방서,이도,제주특별자치도 제주시 중앙로 342,064-756-1175
984,제주소방본부,제주소방서,삼도,제주특별자치도 제주시 탑동로 101,064-756-4258
985,제주소방본부,제주소방서,오라,제주특별자치도 제주시 서광로2길 24,064-756-1176
986,제주소방본부,제주소방서,연동,제주특별자치도 제주시 문송길 14,064-743-2119
987,제주소방본부,제주소방서,항만,제주특별자치도 제주시 임항로 146,064-756-1178
988,제주소방본부,제주소방서,화북,제주특별자치도 제주시 동화로1길 3,064-726-6119
989,제주소방본부,제주소방서,노형,제주특별자치도 제주시 광평동로 2,064-742-5119
990,제주소방본부,서귀포소방서,동홍,제주특별자치도 서귀포시 동홍로 31,064-762-1119
991,제주소방본부,서귀포소방서,중문,제주특별자치도 서귀포시 천제연로 164 ,064-738-0119
992,제주소방본부,서귀포소방서,대륜,제주특별자치도 서귀포시 신중로 46 ,064-739-0119
993,제주소방본부,서귀포소방서,효돈,제주특별자치도 서귀포시 일주동로 8234 ,064-767-2119
994,제주소방본부,서부소방서_제주,한림,제주특별자치도 제주시 한림읍 한림중앙로 150,064-796-2119
995,제주소방본부,서부소방서_제주,애월,제주특별자치도 제주시 애월읍 일주서로 6513,064-799-3119
996,제주소방본부,서부소방서_제주,대정,제주특별자치도 서귀포시 대정읍 일주서로 2717,064-794-1119
997,제주소방본부,서부소방서_제주,한경,제주특별자치도 제주시 한경면 일주서로 4218,064-773-0119
998,제주소방본부,서부소방서_제주,안덕,제주특별자치도 서귀포시 안덕면 화순서서로 2,064-794-9119
999,제주소방본부,서부소방서_제주,영어교육도시,제주특별자치도 서귀포시 대정읍 에듀시티로 238,064-792-5119
1000,제주소방본부,동부소방서_제주,동부(제주)_성산,제주특별자치도 서귀포시 성산읍 일주동로 4120번길 7,064-782-0119
1001,제주소방본부,동부소방서_제주,구좌,제주특별자치도 제주시 구좌읍 세화14길 8,064-783-0119
1002,제주소방본부,동부소방서_제주,조천,제주특별자치도 제주시 조천읍 신북로 337 ,064-782-6119
1003,제주소방본부,동부소방서_제주,남원,제주특별자치도 서귀포시 남원읍 남원체육관로221번길 23 ,064-764-0119
1004,제주소방본부,동부소방서_제주,표선,제주특별자치도 서귀포시 표선면 표선관정로 39-16,064-787-0119
1005,창원소방본부,창원소방서,창원_신월,경남 창원시 의창구 상남로 165 신월119안전센터,055-211-9361
1006,창원소방본부,창원소방서,창원_외동,경남 창원시 성산구 창원대로 786 외동119안전센터,055-211-9381
1007,창원소방본부,창원소방서,소답,경남 창원시 의창구 의안로44번길 5 소답119안전센터,055-211-9421
1008,창원소방본부,창원소방서,봉곡,경남 창원시 의창구 지귀로 127 봉곡119안전센터,055-211-9391
1009,창원소방본부,창원소방서,차룡,경남 창원시 의창구 창원대로204번길 15 차룡119안전센터,055-211-9411
1010,창원소방본부,창원소방서,가음정,경남 창원시 성산구 대정로 39 가음정119안전센터,055-211-9371
1011,창원소방본부,창원소방서,대원,경남 창원시 의창구 두대로55번길 11 대원119안전센터,055-211-9401
1012,창원소방본부,창원소방서,동읍,경남 창원시 의창구 동읍 동읍로71번길 14-14 동읍119안전센터,055-211-9431
1013,창원소방본부,창원소방서,대산,경남 창원시 의창구 대산면 봉강가술로 583 대산119안전센터,055-211-9451
1014,창원소방본부,창원소방서,웅남,경남 창원시 성산구 봉양로 406 웅남119안전센터,055-211-9461
1015,창원소방본부,창원소방서,북면,경남 창원시 의창구 북면 천주로1150번길 15-22 북면119안전센터,055-211-9441
1016,창원소방본부,마산소방서,마산_중앙,경남 창원시 마산합포구 제2부두로 55 중앙119안전센터,055-249-9360
1017,창원소방본부,마산소방서,남성,경남 창원시 마산합포구 남성로 114 남성119안전센터,055-249-9380
1018,창원소방본부,마산소방서,삼진,경남 창원시 마산합포구 진동면 해양관광로 52 삼진119안전센터,055-249-9390
1019,창원소방본부,마산소방서,석전,경남 창원시 마산회원구 양덕옛1길 62 석전119안전센터,055-249-9400
1020,창원소방본부,마산소방서,양봉,경남 창원시 마산회원구 자유무역1길 22 양봉119안전센터,055-249-9410
1021,창원소방본부,마산소방서,마산_구암,경남 창원시 마산회원구 팔용로 260 구암119안전센터,055-249-9420
1022,창원소방본부,마산소방서,내서,경남 창원시 마산회원구 내서읍 중리공단로 104 내서119안전센터,055-249-9430
1023,창원소방본부,마산소방서,호계,경남 창원시 마산회원구 내서읍 호계본동3길 59-10 호계119안전센터,055-249-9440
1024,창원소방본부,진해소방서(본부),대흥,경남 창원시 진해구 백구로 72 대흥119안전센터,055-548-9361
1025,창원소방본부,진해소방서(본부),진해(본부)_이동,경남 창원시 진해구 충장로 434 이동119안전센터,055-548-9371
1026,창원소방본부,진해소방서(본부),웅동,경남 창원시 진해구 남의로 11 웅동119안전센터,055-548-9381
1027,창원소방본부,진해소방서(본부),용원,경남 창원시 진해구 용원로 43 용원119안전센터,055-548-9391
