번호,사업장명,소재지전체주소,도로명전체주소,개업일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,급수시설구분명,남성종사자수,년도,다중이용업소여부,등급구분명,시설총규모,여성종사자수,영업장주변구분명,위생업종명,위생업태명,총종업원수,전화번호,위치정보(X),위치정보(Y),상세영업상태명
472,"아이스크림(구술, 소프트)",서울특별시 노원구 상계동 713번지 롯데백화점 지하 ,"서울특별시 노원구 동일로 1414 (상계동,롯데백화점 지하)",20040228,운영중,,,,,7.50,139708,상수도전용,0,2004,N,,7.5,0,,휴게음식점,백화점,0,,205456.81863700000  ,461763.82747800000  ,영업
473,크레페 and 와플,서울특별시 노원구 상계동 713번지 ,서울특별시 노원구 동일로 1414 (상계동),20031119,운영중,,,,,19.24,139200,상수도전용,0,2003,N,,19.24,0,,휴게음식점,백화점,0,,205456.81863700000  ,461763.82747800000  ,영업
474,압구정김밥,서울특별시 노원구 하계동 284번지 ,"서울특별시 노원구 공릉로 351 (하계동, 한신코아백화점 지하1층)",19981207,운영중,,,,,11.00,139230,,0,1998,N,우수,11,0,주택가주변,휴게음식점,백화점,0,02 9781919,206169.88840000000  ,459938.69123100000  ,영업
475,디핀다트 중계점,서울특별시 노원구 중계동 509번지 2001 아울렛 ,"서울특별시 노원구 동일로204가길 46 (중계동,2001 아울렛)",20090612,운영중,,,,,3.30,139726,,,2009,N,,3.3,,,휴게음식점,백화점,,02  948 2001,205993.43367900000  ,460187.43827400000  ,영업
476,후라이킴,서울특별시 노원구 하계동 284번지 ,"서울특별시 노원구 공릉로 351 (하계동, 세이브존 지하1층)",20090526,운영중,,,,,23.00,139230,,,2009,N,,23,,,휴게음식점,백화점,,,206169.88840000000  ,459938.69123100000  ,영업
477,주식회사지노,서울특별시 노원구 상계동 713번지 롯데백화점 지하1층 식품관 ,"서울특별시 노원구 동일로 1414 (상계동,롯데백화점 지하1층 식품관)",20090527,운영중,,,,,4.90,139708,,,2009,N,,4.9,,,휴게음식점,백화점,,,205456.81863700000  ,461763.82747800000  ,영업
478,블럭버스(삐삐하우스),서울특별시 노원구 상계동 713번지 롯데백화점 6층 ,"서울특별시 노원구 동일로 1414 (상계동,롯데백화점 6층)",20090703,운영중,,,,,84.56,139708,,,2009,N,,84.56,,,휴게음식점,백화점,,,205456.81863700000  ,461763.82747800000  ,영업
479,홈플러스스토어즈주식회사,서울특별시 노원구 중계동 509-2번지 ,서울특별시 노원구 동일로204가길 지하 12 (중계동),20090112,운영중,,,,,62.70,139865,,,2009,N,,62.7,,,휴게음식점,백화점,,02   9862080,206060.68408800000  ,460028.94889300000  ,영업
480,채루,서울특별시 노원구 중계동 509번지 2001아울렛8층 ,"서울특별시 노원구 동일로204가길 46 (중계동, 2001아울렛8층)",20130809,운영중,,,,,12.90,139726,,,2013,N,,12.9,,,휴게음식점,백화점,,02  948 2001,205993.43367900000  ,460187.43827400000  ,영업
481,리미니,서울특별시 노원구 중계동 509번지 2001아울렛8층 ,"서울특별시 노원구 동일로204가길 46 (중계동, 2001아울렛8층)",20130809,운영중,,,,,22.26,139726,,,2013,N,,22.26,,,휴게음식점,백화점,,02  948 2001,205993.43367900000  ,460187.43827400000  ,영업
482,텐하이,서울특별시 노원구 중계동 509번지 이천일 아울렛 8층 ,"서울특별시 노원구 동일로204가길 46, 8층 (중계동, 이천일아울렛)",20130812,운영중,,,,,16.38,139865,,,2013,N,,16.38,,,휴게음식점,백화점,,02  948 2001,205993.43367900000  ,460187.43827400000  ,영업
483,밀기와,서울특별시 노원구 중계동 509번지 이천일아울렛 8층 ,"서울특별시 노원구 동일로204가길 46, 8층 (중계동, 이천일아울렛)",20130812,운영중,,,,,12.90,139865,,,2013,N,,12.9,,,휴게음식점,백화점,,02  948 2001,205993.43367900000  ,460187.43827400000  ,영업
484,아게칸,서울특별시 노원구 중계동 509번지 2001아울렛8층 ,"서울특별시 노원구 동일로204가길 46 (중계동, 2001아울렛8층)",20130812,운영중,,,,,14.70,139726,,,2013,N,,14.7,,,휴게음식점,백화점,,02  948 2001,205993.43367900000  ,460187.43827400000  ,영업
485,(주)파파이스미도파상계,서울특별시 노원구 상계동 713-0번지 롯데미도파백화점 지하1층 ,"서울특별시 노원구 동일로 1414 (상계동,롯데미도파백화점 지하1층)",20000714,운영중,,,,,95.70,139200,,0,2000,N,자율,95.7,0,기타,휴게음식점,백화점,0,02 9388824,205456.81863700000  ,461763.82747800000  ,영업
486,아모제푸드(주),서울특별시 노원구 상계동 713번지 ,서울특별시 노원구 동일로 1414 (상계동),20040308,운영중,,,,,16.45,139200,상수도전용,0,2004,N,,16.45,0,,휴게음식점,백화점,0,9502500,205456.81863700000  ,461763.82747800000  ,영업
487,얌차,서울특별시 노원구 중계동 509번지 2001 아울렛 지하1층 ,"서울특별시 노원구 동일로204가길 46 (중계동,2001 아울렛 지하1층)",20060217,운영중,,,,,9.00,139726,,0,2006,N,,9,0,,휴게음식점,백화점,0,,205993.43367900000  ,460187.43827400000  ,영업
488,성모수산,서울특별시 노원구 하계동 284번지 세이브존 지하1층 ,"서울특별시 노원구 한글비석로 57, 지하1층 (하계동, 세이브존)",20131231,운영중,,,,,16.50,139712,,,2013,N,,16.5,,,휴게음식점,백화점,,031  7500697,206082.77994900000  ,459680.72394500000  ,영업
489,(주)곤트란쉐리에 롯데명동,서울특별시 중구 소공동 1번지 롯데백화점 4층 ,"서울특별시 중구 남대문로 81 (소공동, 롯데백화점 4층)",20150324,운영중,,,,,25.90,100070,,,2015,N,,25.9,,,휴게음식점,백화점,,02  62540855,198385.90413900000  ,451688.49847700000  ,영업
490,레어버드컴퍼니(주),서울특별시 중구 충무로1가 52-5번지 지하1층 ,"서울특별시 중구 소공로 63 (충무로1가, 지하1층)",20150514,운영중,,,,,16.60,100011,,,2015,N,,16.6,,,휴게음식점,백화점,,,198319.45712900000  ,451265.54198300000  ,영업
491,빈디,서울특별시 서초구 잠원동 70-2번지 지하1층 뉴코아아울렛 ,"서울특별시 서초구 잠원로 51, 지하1층 (잠원동, 뉴코아아울렛)",20151022,운영중,,,,,11.90,137908,,,2015,N,,11.9,,,휴게음식점,백화점,,,200657.70407200000  ,445529.60189500000  ,영업
492,온새미(주),서울특별시 양천구 목동 917-6번지 행복한세상백화점 지하1층 ,"서울특별시 양천구 목동동로 309 (목동, 행복한세상백화점 지하1층)",20160302,운영중,,,,,45.00,158721,,,2016,N,,45,,,휴게음식점,백화점,,,189040.29024500000  ,447745.90113700000  ,영업
493,Yummimeal Baby Kitchen (얌이밀베이비키친),서울특별시 서초구 반포동 19-3번지 10층 신세계백화점 강남점 ,"서울특별시 서초구 신반포로 176, 10층 (반포동, 신세계백화점 강남점)",20160219,운영중,,,,,26.51,137713,,,2016,Y,,26.51,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
494,지파씨(G.Fassi) 디큐브시티점,서울특별시 구로구 신도림동 692번지 현대백화점 디큐브시티점 4층 ,"서울특별시 구로구 경인로 662, 4층 (신도림동, 현대백화점 디큐브시티점)",20160203,운영중,,,,,35.58,152706,상수도전용,,2016,N,,26.4,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
495,탄탄면공방,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점 )",20151030,운영중,,,,,28.42,137713,,,2015,Y,,28.42,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
496,아이러브 캘리롤,서울특별시 구로구 신도림동 337번지 신도림푸르지오1차 지하1층 ,"서울특별시 구로구 경인로 661 (신도림동,신도림푸르지오1차 지하1층)",20071126,운영중,,,,,22.12,152887,상수도전용,,2007,N,,22.12,,,휴게음식점,백화점,,02  26340021,190127.19709300000  ,445623.99811400000  ,영업
497,오감,서울특별시 구로구 신도림동 337번지 신도림푸르지오1차 지하1층 ,"서울특별시 구로구 경인로 661 (신도림동,신도림푸르지오1차 지하1층)",20071126,운영중,,,,,20.46,152887,상수도전용,,2007,N,,20.46,,,휴게음식점,백화점,,,190127.19709300000  ,445623.99811400000  ,영업
498,홈플러스 스토어즈 주식회사 조리제안(신도림점),서울특별시 구로구 신도림동 337번지 신도림1차 푸르지오 지하1층 홈플러스내 ,"서울특별시 구로구 경인로 661 (신도림동, 신도림1차 푸르지오 지하1층 홈플러스내)",20081226,운영중,,,,,10.00,152887,상수도전용,,2008,N,,10,,,휴게음식점,백화점,,,190127.19709300000  ,445623.99811400000  ,영업
499,에이케이에스앤디(주)마이키친 구로점,서울특별시 구로구 구로동 573번지 AK플라자 지하1층 ,"서울특별시 구로구 구로중앙로 152, 지하1층 (구로동, AK플라자)",20120702,운영중,,,,,30.00,152862,상수도전용,,2012,N,,30,,,휴게음식점,백화점,,02  867 1820,189634.33807700000  ,444639.33581900000  ,영업
500,포시즌,서울특별시 구로구 구로동 3-25번지 신도림테크노마트 지상10층 045호 ,"서울특별시 구로구 새말로 97 (구로동,신도림테크노마트 지상10층 045호)",20071220,운영중,,,,,27.50,152725,상수도전용,,2007,N,,27.5,,,휴게음식점,백화점,,02  21118282,190294.23133400000  ,445291.55646700000  ,영업
501,먹거리장터,서울특별시 구로구 신도림동 337번지 신도림푸르지오 1차 지하1층 ,"서울특별시 구로구 경인로 661 (신도림동,신도림푸르지오 1차 지하1층)",20071130,운영중,,,,,10.00,152887,상수도전용,,2007,N,,10,,,휴게음식점,백화점,,02  26340021,190127.19709300000  ,445623.99811400000  ,영업
502,맥도날드 신도림테크노마트점,"서울특별시 구로구 구로동 3-25번지 신도림테크노마트 1층 001,002,003호 ","서울특별시 구로구 새말로 97, 1층 001,002,003호 (구로동, 신도림테크노마트)",20071227,운영중,,,,,181.71,152725,상수도전용,,2007,N,,181.71,,,휴게음식점,백화점,,02  852 0405,190294.23133400000  ,445291.55646700000  ,영업
503,이마트신도림점 김밥코너,서울특별시 구로구 구로동 3-25번지 이마트신도림점 지하2층 ,"서울특별시 구로구 새말로 97, 지하2층 (구로동, 신도림테크노마트)",20071030,운영중,,,,,24.80,152838,상수도전용,,2007,N,,24.8,,,휴게음식점,백화점,,02  67151052,190294.23133400000  ,445291.55646700000  ,영업
504,이마트신도림점 초밥코너,서울특별시 구로구 구로동 3-25번지 이마트신도림점 지하2층 ,"서울특별시 구로구 새말로 97, 지하2층 (구로동, 신도림테크노마트)",20071030,운영중,,,,,25.20,152838,상수도전용,,2007,N,,25.2,,,휴게음식점,백화점,,02  67151052,190294.23133400000  ,445291.55646700000  ,영업
505,이마트신도림점 중화요리코너,서울특별시 구로구 구로동 3-25번지 이마트 신도림점 지하2층 ,"서울특별시 구로구 새말로 97, 지하2층 (구로동, 신도림테크노마트)",20071031,운영중,,,,,4.44,152838,상수도전용,,2007,N,,4.44,,,휴게음식점,백화점,,02  67151052,190294.23133400000  ,445291.55646700000  ,영업
506,이마트신도림점 회코너,서울특별시 구로구 구로동 3-25번지 이마트신도림점 지하2층 ,"서울특별시 구로구 새말로 97, 지하2층 (구로동, 신도림테크노마트)",20071031,운영중,,,,,31.20,152838,상수도전용,,2007,N,,31.2,,,휴게음식점,백화점,,02  67151052,190294.23133400000  ,445291.55646700000  ,영업
507,이마트신도림점 셀러드코너,서울특별시 구로구 구로동 3-25번지 이마트신도림점 지하2층 ,"서울특별시 구로구 새말로 97, 지하2층 (구로동, 신도림테크노마트)",20071031,운영중,,,,,24.80,152838,상수도전용,,2007,N,,24.8,,,휴게음식점,백화점,,02  67151052,190294.23133400000  ,445291.55646700000  ,영업
508,이마트신도림점 통닭코너,서울특별시 구로구 구로동 3-25번지 이마트신도림점 지하2층 ,"서울특별시 구로구 새말로 97, 지하2층 (구로동, 신도림테크노마트)",20071031,운영중,,,,,28.00,152838,상수도전용,,2007,N,,28,,,휴게음식점,백화점,,02  67151052,190294.23133400000  ,445291.55646700000  ,영업
509,(주)보승식품,서울특별시 구로구 구로동 3-25번지 이마트신도림점 지하2층 ,"서울특별시 구로구 새말로 97 (구로동,이마트신도림점 지하2층)",20071101,운영중,,,,,8.05,152838,상수도전용,,2007,N,,8.05,,,휴게음식점,백화점,,02  67131052,190294.23133400000  ,445291.55646700000  ,영업
510,이마트신도림점 구이류코너,서울특별시 구로구 구로동 3-25번지 이마트신도림점 지하2층 ,"서울특별시 구로구 새말로 97, 지하2층 (구로동, 신도림테크노마트)",20071101,운영중,,,,,3.30,152838,상수도전용,,2007,N,,3.3,,,휴게음식점,백화점,,02  67151052,190294.23133400000  ,445291.55646700000  ,영업
511,빌리엔젤 롯데백화점노원점,서울특별시 노원구 상계동 713번지 롯데백화점 지하1층 ,"서울특별시 노원구 동일로 1414, 지하1층 (상계동, 롯데백화점)",20160602,운영중,,,,,22.11,139708,상수도전용,,2016,N,,22.11,,,휴게음식점,백화점,,,205456.81863700000  ,461763.82747800000  ,영업
512,슈엣,서울특별시 중구 소공동 1번지 지하1층 ,"서울특별시 중구 남대문로 81 (소공동, 지하1층)",20160527,운영중,,,,,10.00,100070,,,2016,N,,10,,,휴게음식점,백화점,,,198385.90413900000  ,451688.49847700000  ,영업
513,슈엣,서울특별시 양천구 목동 916번지 현대백화점목동점 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대백화점목동점)",20160930,운영중,,,,,13.20,158050,상수도전용,,2016,N,,13.2,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
514,GRL Z(그릴지) 강남점,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점 )",20160930,운영중,,,,,32.07,137713,,,2016,Y,,32.07,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
515,백미당 롯데강남점,서울특별시 강남구 대치동 937번지 ,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점강남점)",20161209,운영중,,,,,16.40,135998,,,2016,N,,12,,,휴게음식점,백화점,,02  512 5896,204783.36435600000  ,444196.72754400000  ,영업
516,스트롭와플하우스,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점)",20170510,운영중,,,,,6.60,137713,,,2017,N,,6.6,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
517,영준목장,서울특별시 서초구 반포동 19-3번지 신세계백화점 강남점 지하1층 ,"서울특별시 서초구 신반포로 176, 지하1층 (반포동, 신세계백화점 강남점 )",20170517,운영중,,,,,3.30,137713,,,2017,N,,3.3,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
518,베리블릿,서울특별시 강남구 대치동 937번지 ,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점 강남점)",20170609,운영중,,,,,33.00,135998,,,2017,N,,33,,,휴게음식점,백화점,,02 5647381,204783.36435600000  ,444196.72754400000  ,영업
519,칠보면옥,서울특별시 서초구 반포동 19-3번지 신세계백화점 지하 1층 ,"서울특별시 서초구 신반포로 176, 지하 1층 (반포동, 신세계백화점)",20001004,운영중,,,,,23.43,137713,,0,2000,N,기타,23.43,0,기타,휴게음식점,백화점,,02  34791650,200390.17138000000  ,445018.63002100000  ,영업
520,베이크드아를르,서울특별시 영등포구 영등포동4가 434-5번지 신세계백화점 지하1층 ,"서울특별시 영등포구 영중로 9 (영등포동4가, 신세계백화점 지하1층)",20170630,운영중,,,,,6.00,150985,,,2017,N,,6,,,휴게음식점,백화점,,,191651.66159400000  ,446416.17392600000  ,영업
521,킴스버거앤샌드,서울특별시 구로구 구로동 3-25번지 테크노마트 지하1층 푸드코트 19호 ,"서울특별시 구로구 새말로 97 (구로동, 테크노마트 지하1층 푸드코트 19호)",20170602,운영중,,,,,19.54,152838,,,2017,N,,19.54,,,휴게음식점,백화점,,0221111369,190294.23133400000  ,445291.55646700000  ,영업
522,남천할매떡볶이(천호점),서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하1층 (천호동)",20170823,운영중,,,,,9.00,134874,,,2017,N,,9,,,휴게음식점,백화점,,032 562 8979,210997.25792200000  ,448824.42207300000  ,영업
523,스웨이하우스,"서울특별시 서초구 반포동 19-3번지 지하1층, 강남신세계백화점 ","서울특별시 서초구 신반포로 176, 지하1층 (반포동, 강남신세계백화점)",20170705,운영중,,,,,10.00,137713,,,2017,N,,10,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
524,매드브라우니,서울특별시 양천구 목동 916번지 목동현대백화점 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 목동현대백화점 )",20170608,운영중,,,,,3.30,158050,,,2017,N,,3.3,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
525,(주)롤인롤임실치즈롤,"서울특별시 서초구 반포동 19-3번지 지하1층, 강남신세계백화점 ","서울특별시 서초구 신반포로 176, 지하1층 (반포동, 강남신세계백화점)",20170726,운영중,,,,,6.60,137713,,,2017,N,,6.6,,,휴게음식점,백화점,,,200390.17138000000  ,445018.63002100000  ,영업
526,폭탄마끼,"서울특별시 서초구 반포동 19-3번지 지하1층, 강남신세계백화점 ","서울특별시 서초구 신반포로 176, 지하1층 (반포동, 강남신세계백화점)",20170727,운영중,,,,,2.60,137713,,,2017,N,,2.6,,,휴게음식점,백화점,,15229263,200390.17138000000  ,445018.63002100000  ,영업
527,더 그릴러즈,"서울특별시 서대문구 창천동 30-33번지 지하1층, 현대백화점신촌점 ","서울특별시 서대문구 신촌로 83, 지하1층 (창천동, 현대백화점신촌점)",20170707,운영중,,,,,3.30,120706,,,2017,N,,3.3,,,휴게음식점,백화점,,,194331.32127800000  ,450730.57764800000  ,영업
528,제주부엌,서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점)",20170801,운영중,,,,,10.00,135090,,,2017,N,,10,,,휴게음식점,백화점,,02  34670074,205284.14694200000  ,445461.97226000000  ,영업
529,셰프온,서울특별시 강남구 압구정동 429번지 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점 본점)",20170726,운영중,,,,,7.93,135900,,,2017,N,,7.93,,,휴게음식점,백화점,,02  567 7670,202425.36340700000  ,447541.58378500000  ,영업
530,주식회사 이케이씨,"서울특별시 서초구 반포동 19-3번지 지하1층, 강남신세계백화점 ","서울특별시 서초구 신반포로 176, 지하1층 (반포동, 강남신세계백화점)",20170719,운영중,,,,,2.60,137713,,,2017,N,,2.6,,,휴게음식점,백화점,,02  515 4058,200390.17138000000  ,445018.63002100000  ,영업
531,몽샹82,서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역센터점)",20170714,운영중,,,,,3.30,135090,,,2017,N,,3.3,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
532,셰프리,서울특별시 관악구 봉천동 729-22번지 ,"서울특별시 관악구 봉천로 209, 지하2층 (봉천동)",20170807,운영중,,,,,41.60,151830,,,2017,N,,41.6,,,휴게음식점,백화점,,,193365.65420400000  ,443451.88640100000  ,영업
533,주시브로스현대목동점,서울특별시 양천구 목동 916번지 목동현대백화점 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 목동현대백화점)",20170807,운영중,,,,,6.94,158050,상수도전용,,2017,N,,6.94,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
534,나따오비까,서울특별시 양천구 목동 916번지 현대백화점 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 현대백화점)",20170803,운영중,,,,,14.00,158050,,,2017,N,,14,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
535,편장군족발 신촌점,서울특별시 서대문구 창천동 30-33번지 지하1층 현대백화점신촌점 ,"서울특별시 서대문구 신촌로 83, 지하1층 (창천동, 현대백화점신촌점)",20170818,운영중,,,,,8.26,120706,,,2017,N,,8.26,,,휴게음식점,백화점,,031 401 5631,194331.32127800000  ,450730.57764800000  ,영업
536,더그릴러즈,서울특별시 양천구 목동 916번지 목동현대백화점 지하2층 ,"서울특별시 양천구 목동동로 257, 지하2층 (목동, 목동현대백화점)",20170615,운영중,,,,,3.30,158050,상수도전용,,2017,N,,3.3,,,휴게음식점,백화점,,,189005.13921600000  ,447530.11434800000  ,영업
537,롤링스시,서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역센터점)",20170713,운영중,,,,,9.90,135090,,,2017,N,,9.9,,,휴게음식점,백화점,,02  777 3330,205284.14694200000  ,445461.97226000000  ,영업
538,(주)동해식품(집밥예찬),서울특별시 서초구 서초동 1498-5번지 롯데마트 서초점 지하2층 ,"서울특별시 서초구 서초대로38길 12, 지하2층 (서초동, 롯데마트 서초점 )",20170724,운영중,,,,,31.30,137870,,,2017,N,,31.3,,,휴게음식점,백화점,,,200446              ,443157              ,영업
539,이즈니 생 메르(Isigny Ste. Mere),서울특별시 강동구 천호동 455-8번지 ,"서울특별시 강동구 천호대로 1005, 지하2층 (천호동, 현대백화점)",20170926,운영중,,,,,32.22,134874,,,2017,N,,32.22,,,휴게음식점,백화점,,,210997.25792200000  ,448824.42207300000  ,영업
540,비어드파파 뉴코아아울렛강남점,서울특별시 서초구 잠원동 70-2번지 뉴코아백화점 지하1층 ,"서울특별시 서초구 잠원로 51, 지하1층 (잠원동, 뉴코아백화점 )",20171012,운영중,,,,,11.88,137908,,,2017,N,,11.88,,,휴게음식점,백화점,,02  36778900,200657.70407200000  ,445529.60189500000  ,영업
541,비첸향 현대 디큐브시티점,서울특별시 구로구 신도림동 692번지 ,"서울특별시 구로구 경인로 662, 지하2층 (신도림동, 디큐브시티)",20170921,운영중,,,,,19.17,152888,상수도전용,,2017,N,,19.17,,,휴게음식점,백화점,,,190210.51179400000  ,445488.90097600000  ,영업
542,셰프리,서울특별시 강남구 대치동 937번지 ,"서울특별시 강남구 도곡로 401, 지하1층 (대치동, 롯데백화점 강남점)",20161014,운영중,,,,,15.00,135998,상수도전용,,2016,N,,15,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
543,존쿡델리미트,서울특별시 강남구 압구정동 429번지 현대백화점본점 지하1층 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점본점)",20120822,운영중,,,,,8.25,135724,상수도전용,,2012,N,,8.25,,,휴게음식점,백화점,,,202425.36340700000  ,447541.58378500000  ,영업
544,(주)밀탑 무역점,서울특별시 강남구 삼성동 159-7번지 ,"서울특별시 강남구 테헤란로 517, 지상10층 (삼성동, 현대백화점)",20120928,운영중,,,,,173.60,135090,,,2012,N,,273.9,,,휴게음식점,백화점,,02  34445000,205284.14694200000  ,445461.97226000000  ,영업
545,리안스베이글(주),서울특별시 강남구 대치동 937번지 ,"서울특별시 강남구 도곡로 401, 지하1층 B1호 (대치동, 롯데백화점)",20121011,운영중,,,,,18.00,135998,,,2012,N,,18,,,휴게음식점,백화점,,,204783.36435600000  ,444196.72754400000  ,영업
546,고디바 현대본점,서울특별시 강남구 압구정동 429번지 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점)",20121213,운영중,,,,,10.00,135900,,,2012,N,,45.1,,,휴게음식점,백화점,,02  34495877,202425.36340700000  ,447541.58378500000  ,영업
547,비스테까 현대백화점 무역센터점,서울특별시 강남구 삼성동 159-7번지 현대백화점무역점 지하1층 ,"서울특별시 강남구 테헤란로 517 (삼성동, 현대백화점무역센터점 지하1층)",20130514,운영중,,,,,3.30,135090,,,2013,N,,3.3,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
548,크레센도,서울특별시 강남구 압구정동 429번지 현대백화점 지하1층 ,"서울특별시 강남구 압구정로 165 (압구정동, 현대백화점 지하1층)",20130607,운영중,,,,,3.30,135900,,,2013,N,,3.3,,,휴게음식점,백화점,,02  34495193,202425.36340700000  ,447541.58378500000  ,영업
549,헤럴드 에코팜,서울특별시 강남구 도곡동 467-17번지 ,"서울특별시 강남구 언주로30길 57, 지하1층 (도곡동, 타워팰리스 스타슈퍼)",20130725,운영중,,,,,10.00,135856,,,2013,N,,10,,,휴게음식점,백화점,,02  723 2265,204864.62222300000  ,443388.14349700000  ,영업
550,하나마루,서울특별시 강남구 도곡동 467-17번지 타워팰리스 스타슈퍼 지하1층 ,"서울특별시 강남구 언주로30길 57, 지하1층 (도곡동, 타워팰리스 스타슈퍼 )",20131031,운영중,,,,,3.30,135856,,,2013,N,,3.3,,,휴게음식점,백화점,,,204864.62222300000  ,443388.14349700000  ,영업
551,우마이벤,서울특별시 강남구 압구정동 494-0번지 지하1층 ,"서울특별시 강남구 압구정로 343, 지하1층층 (압구정동)",20131105,운영중,,,,,4.96,135906,,,2013,N,,4.96,,,휴게음식점,백화점,,02  34494044,203540.83196500000  ,447666.62184300000  ,영업
552,라비올,서울특별시 강남구 삼성동 159-7번지 현대백화점 지하 1층 행사장 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역점)",20140114,운영중,,,,,2.00,135090,,,2014,N,,2,,,휴게음식점,백화점,,02  543 8806,205284.14694200000  ,445461.97226000000  ,영업
553,서울만두,서울특별시 강남구 삼성동 159-7번지 현대백화점 무역센터점 B1층 ,"서울특별시 강남구 테헤란로 517, B1층 (삼성동, 현대백화점 무역센터점)",20140116,운영중,,,,,19.50,135090,,,2014,N,,19.5,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
554,벽제 오세요,서울특별시 강남구 압구정동 494-0번지 지하1층 ,"서울특별시 강남구 압구정로 343, 지하1층 (압구정동)",20140307,운영중,,,,,24.30,135906,,,2014,N,,24.3,,,휴게음식점,백화점,,02  34325444,203540.83196500000  ,447666.62184300000  ,영업
555,비첸향,서울특별시 강남구 삼성동 159-7번지 현대백화점 지하1층 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점)",20140704,운영중,,,,,10.00,135090,,,2014,N,,10,,,휴게음식점,백화점,,02  37890598,205284.14694200000  ,445461.97226000000  ,영업
556,스무시 하우스,서울특별시 강남구 삼성동 159-7번지 지하1층 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역센터점)",20140728,운영중,,,,,19.80,135090,,,2014,N,,19.8,,,휴게음식점,백화점,,02  469 7017,205284.14694200000  ,445461.97226000000  ,영업
557,아사이베리쿡,서울특별시 강남구 삼성동 159-7번지 현대백화점 무역센터점 지하1층 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역센터점)",20140818,운영중,,,,,10.00,135090,,,2014,N,,10,,,휴게음식점,백화점,,,205284.14694200000  ,445461.97226000000  ,영업
558,삼바존,서울특별시 강남구 압구정동 429번지 ,"서울특별시 강남구 압구정로 165, 지하1층 (압구정동, 현대백화점본점)",20141010,운영중,,,,,6.00,135900,,,2014,N,,6,,,휴게음식점,백화점,,02  547 2233,202425.36340700000  ,447541.58378500000  ,영업
559,요이벤 삼성현대백화점,서울특별시 강남구 삼성동 159-7번지 현대백화점 무역센터점 지하1층 ,"서울특별시 강남구 테헤란로 517, 지하1층 (삼성동, 현대백화점 무역센터점)",20141117,운영중,,,,,19.80,135090,,,2014,N,,19.8,,,휴게음식점,백화점,,051 465 2480,205284.14694200000  ,445461.97226000000  ,영업
